"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.200","sim501","JUDA PAUL","WISKUS SHANE","NEDOROSCIK STEPHEN","WHITTENBURG DONNELL","HONG ASHER","257.67625","3","1"
"data.201","sim502","PHILLIPS CURRAN","HONG ASHER","CHOU J.R.","JUDA PAUL","LOOS RILEY","255.94925","3","1"
"data.202","sim503","MALONE BRODY","RICHARD FRED","JUDA PAUL","HALE DALLAS","HONG ASHER","260.26675","2","2"
"data.203","sim504","MALONE BRODY","GUIMARAES VITALIY","MOLDAUER YUL","WISKUS SHANE","YOUNG KHOI","257.67625","4","0"
"data.204","sim505","MALONE BRODY","MOLDAUER YUL","WISKUS SHANE","PHILLIPS CURRAN","GUIMARAES VITALIY","257.637","3","1"
"data.205","sim506","MALONE BRODY","WISKUS SHANE","JUDA PAUL","WALKER COLT","YOUNG KHOI","256.538","3","1"
"data.206","sim507","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","WHITTENBURG DONNELL","GUIMARAES VITALIY","259.207","3","1"
"data.207","sim508","JUDA PAUL","MALONE BRODY","WALKER COLT","HONG ASHER","YOUNG KHOI","258.736","2","2"
"data.208","sim509","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","WISKUS SHANE","HONG ASHER","258.0295","3","1"
"data.209","sim510","JUDA PAUL","MALONE BRODY","RICHARD FRED","HONG ASHER","LOOS RILEY","257.2445","3","1"
"data.210","sim511","MALONE BRODY","WISKUS SHANE","BOCK CAMERON","WALKER COLT","NEDOROSCIK STEPHEN","259.992","3","1"
"data.211","sim512","MALONE BRODY","GUIMARAES VITALIY","PHILLIPS CURRAN","WALKER COLT","WHITTENBURG DONNELL","257.48","3","1"
"data.212","sim513","MALONE BRODY","JUDA PAUL","WALKER COLT","HOOPES PATRICK","HONG ASHER","260.26675","1","3"
"data.213","sim514","CHOU J.R.","JUDA PAUL","MALONE BRODY","WHITTENBURG DONNELL","HONG ASHER","259.835","3","1"
"data.214","sim515","JUDA PAUL","RICHARD FRED","MOLDAUER YUL","WALKER COLT","NEDOROSCIK STEPHEN","260.97325","1","3"
"data.215","sim516","JUDA PAUL","WHITTENBURG DONNELL","BOCK CAMERON","HONG ASHER","WALKER COLT","255.32125","4","0"
"data.216","sim517","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","SKIRKEY IAN","WHITTENBURG DONNELL","258.77525","3","1"
"data.217","sim518","JUDA PAUL","PHILLIPS CURRAN","HONG ASHER","GUIMARAES VITALIY","YOUNG KHOI","257.75475","3","1"
"data.218","sim519","MALONE BRODY","RICHARD FRED","HONG ASHER","YOUNG KHOI","GUIMARAES VITALIY","260.18825","3","1"
"data.219","sim520","BRIONES BRANDON","JUDA PAUL","GUIMARAES VITALIY","CHOU J.R.","WALKER COLT","259.05","3","1"
"data.220","sim521","BOCK CAMERON","MALONE BRODY","GUIMARAES VITALIY","WHITTENBURG DONNELL","HONG ASHER","256.538","3","1"
"data.221","sim522","MALONE BRODY","PHILLIPS CURRAN","JUDA PAUL","BOCK CAMERON","YOUNG KHOI","259.24625","3","1"
"data.222","sim523","JUDA PAUL","MALONE BRODY","RICHARD FRED","WALKER COLT","WHITTENBURG DONNELL","259.32475","3","1"
"data.223","sim524","MALONE BRODY","WISKUS SHANE","HONG ASHER","MOLDAUER YUL","PHILLIPS CURRAN","259.9135","3","1"
"data.224","sim525","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","RICHARD FRED","HONG ASHER","257.99025","3","1"
"data.225","sim526","JUDA PAUL","MALONE BRODY","HONG ASHER","SUN BLAKE","WHITTENBURG DONNELL","258.6575","3","1"
"data.226","sim527","MALONE BRODY","RICHARD FRED","WALKER COLT","JUDA PAUL","YOUNG KHOI","258.53975","3","1"
"data.227","sim528","MALONE BRODY","HONG ASHER","WALKER COLT","HOOPES PATRICK","WHITTENBURG DONNELL","257.323","3","1"
"data.228","sim529","MALONE BRODY","WISKUS SHANE","MOLDAUER YUL","YOUNG KHOI","WALKER COLT","260.6985","2","2"
"data.229","sim530","MALONE BRODY","GUIMARAES VITALIY","MOLDAUER YUL","WHITTENBURG DONNELL","WALKER COLT","259.01075","3","1"
"data.230","sim531","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","BURKHART TAYLOR","HONG ASHER","256.381","4","0"
"data.231","sim532","MALONE BRODY","MOLDAUER YUL","YOUNG KHOI","PHILLIPS CURRAN","WALKER COLT","258.9715","3","1"
"data.232","sim533","JUDA PAUL","RICHARD FRED","GUIMARAES VITALIY","SUN BLAKE","WALKER COLT","257.20525","3","1"
"data.233","sim534","BURKHART TAYLOR","JUDA PAUL","MALONE BRODY","HALE DALLAS","YOUNG KHOI","258.38275","3","1"
"data.234","sim535","MALONE BRODY","HALE DALLAS","HONG ASHER","WALKER COLT","YOUNG KHOI","257.12675","3","1"
"data.235","sim536","JUDA PAUL","MALONE BRODY","WALKER COLT","HONG ASHER","HALE DALLAS","259.08925","2","2"
"data.236","sim537","BRIONES BRANDON","JUDA PAUL","HONG ASHER","WISKUS SHANE","PHILLIPS CURRAN","255.55675","3","1"
"data.237","sim538","BURKHART TAYLOR","RICHARD FRED","MOLDAUER YUL","HONG ASHER","MALONE BRODY","257.7155","3","1"
"data.238","sim539","JUDA PAUL","PHILLIPS CURRAN","WISKUS SHANE","NEDOROSCIK STEPHEN","HONG ASHER","258.3435","3","1"
"data.239","sim540","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","WHITTENBURG DONNELL","MOLDAUER YUL","258.736","3","1"
"data.240","sim541","JUDA PAUL","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","GUIMARAES VITALIY","259.5995","3","1"
"data.241","sim542","BRIONES BRANDON","JUDA PAUL","MALONE BRODY","YOUNG KHOI","BOCK CAMERON","259.2855","3","1"
"data.242","sim543","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","MOLDAUER YUL","HONG ASHER","258.8145","3","1"
"data.243","sim544","JUDA PAUL","MALONE BRODY","MOLDAUER YUL","GUIMARAES VITALIY","WHITTENBURG DONNELL","258.93225","3","1"
"data.244","sim545","JUDA PAUL","GUIMARAES VITALIY","HONG ASHER","MOLDAUER YUL","SUN BLAKE","258.108","3","1"
"data.245","sim546","WALKER COLT","YOUNG KHOI","MALONE BRODY","GUIMARAES VITALIY","BRIONES BRANDON","259.5995","3","1"
"data.246","sim547","LASIC IAN","MALONE BRODY","GUIMARAES VITALIY","JUDA PAUL","MOLDAUER YUL","256.538","3","1"
"data.247","sim548","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","PHILLIPS CURRAN","HONG ASHER","259.32475","2","2"
"data.248","sim549","JUDA PAUL","MALONE BRODY","RICHARD FRED","YOUNG KHOI","WHITTENBURG DONNELL","259.95275","3","1"
"data.249","sim550","MALONE BRODY","WISKUS SHANE","WHITTENBURG DONNELL","BRIONES BRANDON","YOUNG KHOI","257.637","3","1"
"data.250","sim551","BOCK CAMERON","MALONE BRODY","MOLDAUER YUL","WALKER COLT","HONG ASHER","257.04825","3","1"
"data.251","sim552","RICHARD FRED","MOLDAUER YUL","MALONE BRODY","YOUNG KHOI","GUIMARAES VITALIY","258.61825","3","1"
"data.252","sim553","BRIONES BRANDON","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WALKER COLT","256.538","4","0"
"data.253","sim554","JUDA PAUL","HONG ASHER","SUN BLAKE","MALONE BRODY","WALKER COLT","259.16775","3","1"
"data.254","sim555","HONG ASHER","MALONE BRODY","GUIMARAES VITALIY","YOUNG KHOI","WISKUS SHANE","260.10975","2","2"
"data.255","sim556","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","WALKER COLT","YOUNG KHOI","256.89125","3","1"
"data.256","sim557","MALONE BRODY","MOLDAUER YUL","WALKER COLT","YOUNG KHOI","NEDOROSCIK STEPHEN","258.6575","3","1"
"data.257","sim558","JUDA PAUL","MALONE BRODY","RICHARD FRED","YOUNG KHOI","NEDOROSCIK STEPHEN","261.7975","1","3"
"data.258","sim559","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","WISKUS SHANE","GUIMARAES VITALIY","258.38275","3","1"
"data.259","sim560","JUDA PAUL","MALONE BRODY","WISKUS SHANE","NEDOROSCIK STEPHEN","HONG ASHER","258.6575","3","1"
"data.260","sim561","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","WHITTENBURG DONNELL","LOOS RILEY","259.05","2","2"
"data.261","sim562","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","CHOU J.R.","GUIMARAES VITALIY","257.91175","3","1"
"data.262","sim563","MALONE BRODY","HONG ASHER","JUDA PAUL","GUIMARAES VITALIY","YOUNG KHOI","258.14725","3","1"
"data.263","sim564","WISKUS SHANE","MALONE BRODY","MOLDAUER YUL","NEDOROSCIK STEPHEN","BRIONES BRANDON","258.422","3","1"
"data.264","sim565","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","MOLDAUER YUL","HONG ASHER","258.9715","2","2"
"data.265","sim566","JUDA PAUL","MALONE BRODY","RICHARD FRED","YOUNG KHOI","HONG ASHER","260.26675","2","2"
"data.266","sim567","CHOU J.R.","MALONE BRODY","YOUNG KHOI","WHITTENBURG DONNELL","JUDA PAUL","258.893","2","2"
"data.267","sim568","JUDA PAUL","RICHARD FRED","WALKER COLT","GUIMARAES VITALIY","BURKHART TAYLOR","255.94925","3","1"
"data.268","sim569","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","WHITTENBURG DONNELL","PHILLIPS CURRAN","259.2855","3","1"
"data.269","sim570","RICHARD FRED","MALONE BRODY","WALKER COLT","GUIMARAES VITALIY","WHITTENBURG DONNELL","259.4425","2","2"
"data.270","sim571","MALONE BRODY","RICHARD FRED","WHITTENBURG DONNELL","YOUNG KHOI","GUIMARAES VITALIY","260.81625","1","3"
"data.271","sim572","JUDA PAUL","MALONE BRODY","WALKER COLT","SUN BLAKE","BLIXT LANDEN","259.835","3","1"
"data.272","sim573","RICHARD FRED","HALE DALLAS","MALONE BRODY","GUIMARAES VITALIY","SKIRKEY IAN","257.0875","4","0"
"data.273","sim574","MALONE BRODY","RICHARD FRED","SKIRKEY IAN","HONG ASHER","WALKER COLT","256.02775","3","1"
"data.274","sim575","MALONE BRODY","RICHARD FRED","JUDA PAUL","SUN BLAKE","WISKUS SHANE","258.06875","3","1"
"data.275","sim576","JUDA PAUL","MALONE BRODY","RICHARD FRED","NEDOROSCIK STEPHEN","HONG ASHER","257.28375","3","1"
"data.276","sim577","MALONE BRODY","RICHARD FRED","JUDA PAUL","WALKER COLT","HONG ASHER","257.83325","3","1"
"data.277","sim578","MALONE BRODY","RICHARD FRED","GUIMARAES VITALIY","HONG ASHER","YOUNG KHOI","257.91175","3","1"
"data.278","sim579","RICHARD FRED","BURKHART TAYLOR","BOCK CAMERON","MALONE BRODY","HONG ASHER","260.73775","1","3"
"data.279","sim580","MALONE BRODY","RICHARD FRED","JUDA PAUL","MOLDAUER YUL","HALE DALLAS","258.14725","3","1"
"data.280","sim581","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","HONG ASHER","WHITTENBURG DONNELL","261.405","2","2"
"data.281","sim582","BRIONES BRANDON","MALONE BRODY","MOLDAUER YUL","WALKER COLT","YOUNG KHOI","257.951","3","1"
"data.282","sim583","MALONE BRODY","WISKUS SHANE","PHILLIPS CURRAN","YOUNG KHOI","MOLDAUER YUL","256.89125","3","1"
"data.283","sim584","JUDA PAUL","MALONE BRODY","YOUNG KHOI","WISKUS SHANE","HONG ASHER","258.9715","3","1"
"data.284","sim585","MALONE BRODY","RICHARD FRED","HONG ASHER","YOUNG KHOI","BRIONES BRANDON","261.4835","1","3"
"data.285","sim586","MALONE BRODY","PHILLIPS CURRAN","RICHARD FRED","WALKER COLT","YOUNG KHOI","258.422","2","2"
"data.286","sim587","JUDA PAUL","MALONE BRODY","GUIMARAES VITALIY","HONG ASHER","MOLDAUER YUL","259.71725","2","2"
"data.287","sim588","JUDA PAUL","MALONE BRODY","YOUNG KHOI","CHOU J.R.","SUN BLAKE","258.06875","4","0"
"data.288","sim589","MALONE BRODY","GUIMARAES VITALIY","WALKER COLT","NEDOROSCIK STEPHEN","JUDA PAUL","259.207","3","1"
"data.289","sim590","MALONE BRODY","LASIC IAN","WALKER COLT","YOUNG KHOI","LOPEZ JOSE","258.77525","2","2"
"data.290","sim591","JUDA PAUL","MALONE BRODY","PHILLIPS CURRAN","MOLDAUER YUL","YOUNG KHOI","262.1115","2","2"
"data.291","sim592","MALONE BRODY","RICHARD FRED","MOLDAUER YUL","PHILLIPS CURRAN","YOUNG KHOI","258.5005","3","1"
"data.292","sim593","BRIONES BRANDON","MALONE BRODY","GUIMARAES VITALIY","JUDA PAUL","SUN BLAKE","257.36225","3","1"
"data.293","sim594","JUDA PAUL","MALONE BRODY","RICHARD FRED","HONG ASHER","MOLDAUER YUL","261.20875","1","3"
"data.294","sim595","RICHARD FRED","JUDA PAUL","HONG ASHER","MOLDAUER YUL","YOUNG KHOI","259.71725","2","2"
"data.295","sim596","JUDA PAUL","GUIMARAES VITALIY","YOUNG KHOI","WHITTENBURG DONNELL","MALONE BRODY","259.40325","2","2"
"data.296","sim597","MALONE BRODY","HONG ASHER","WALKER COLT","GUIMARAES VITALIY","YOUNG KHOI","257.8725","2","2"
"data.297","sim598","BRIONES BRANDON","MALONE BRODY","JUDA PAUL","PHILLIPS CURRAN","YOUNG KHOI","256.852","3","1"
"data.298","sim599","MALONE BRODY","JUDA PAUL","HONG ASHER","BRIONES BRANDON","RICHARD FRED","259.207","3","1"
"data.299","sim600","JUDA PAUL","RICHARD FRED","YOUNG KHOI","MOLDAUER YUL","PHILLIPS CURRAN","258.69675","3","1"
