"","Simulation","Member1","Member2","Member3","Member4","Member5","Score","Rank","Weight"
"data.198","sim199","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","171.6795","1","3"
"data.199","sim200","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","173.171","1","3"
"data.200","sim201","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CHILES JORDAN","MILLER ZOE","173.52425","1","3"
"data.201","sim202","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","175.055","1","3"
"data.202","sim203","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","175.1335","1","3"
"data.203","sim204","BILES SIMONE","CHILES JORDAN","ROBERSON JOSCELYN","WONG LEANNE","MCCLAIN KONNOR","171.95425","1","3"
"data.204","sim205","BILES SIMONE","JONES SHILESE","CHILES JORDAN","LINCOLN KALIYA","MILLER ZOE","172.42525","1","3"
"data.205","sim206","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","ROBERSON JOSCELYN","175.6045","1","3"
"data.206","sim207","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","CHILES JORDAN","173.7205","1","3"
"data.207","sim208","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","175.84","1","3"
"data.208","sim209","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MATTHEWS NOLA","171.95425","1","3"
"data.209","sim210","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","WONG LEANNE","MILLER ZOE","172.03275","1","3"
"data.210","sim211","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","JONES SHILESE","172.543","1","3"
"data.211","sim212","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CHILES JORDAN","171.758","1","3"
"data.212","sim213","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","DISIDORE AMELIA","172.89625","1","3"
"data.213","sim214","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","CAREY JADE","WONG LEANNE","171.87575","1","3"
"data.214","sim215","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CHILES JORDAN","172.97475","1","3"
"data.215","sim216","BILES SIMONE","MCCLAIN KONNOR","ZEISS LEXI","JONES SHILESE","MATTHEWS NOLA","171.287","1","3"
"data.216","sim217","BILES SIMONE","CAREY JADE","BLAKELY SKYE","MILLER ZOE","WONG LEANNE","173.28875","1","3"
"data.217","sim218","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","JONG KATELYN","CHILES JORDAN","170.973","1","3"
"data.218","sim219","BILES SIMONE","ROBERSON JOSCELYN","CAREY JADE","JONES SHILESE","MILLER ZOE","172.81775","1","3"
"data.219","sim220","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","BLAKELY SKYE","WONG LEANNE","173.171","1","3"
"data.220","sim221","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","SUMANASEKERA TIANA","172.89625","1","3"
"data.221","sim222","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","CHILES JORDAN","172.89625","1","3"
"data.222","sim223","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","173.8775","1","3"
"data.223","sim224","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","CHILES JORDAN","173.91675","1","3"
"data.224","sim225","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","CHILES JORDAN","172.857","1","3"
"data.225","sim226","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","174.427","1","3"
"data.226","sim227","ROBERSON JOSCELYN","BILES SIMONE","CAREY JADE","JONES SHILESE","MILLER ZOE","173.05325","1","3"
"data.227","sim228","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","CAREY JADE","171.915","1","3"
"data.228","sim229","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","173.485","1","3"
"data.229","sim230","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","172.229","1","3"
"data.230","sim231","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.36725","1","3"
"data.231","sim232","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","173.28875","1","3"
"data.232","sim233","BILES SIMONE","MCCLAIN KONNOR","BLAKELY SKYE","JONES SHILESE","WONG LEANNE","172.7","1","3"
"data.233","sim234","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","174.584","1","3"
"data.234","sim235","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","ROBERSON JOSCELYN","WONG LEANNE","173.28875","1","3"
"data.235","sim236","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CHILES JORDAN","172.072","1","3"
"data.236","sim237","MCCLAIN KONNOR","BILES SIMONE","CHILES JORDAN","BLAKELY SKYE","JONES SHILESE","173.5635","1","3"
"data.237","sim238","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","171.95425","1","3"
"data.238","sim239","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","170.502","1","3"
"data.239","sim240","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","WONG LEANNE","173.91675","1","3"
"data.240","sim241","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","SULLIVAN ASHLEE","JONES SHILESE","172.58225","1","3"
"data.241","sim242","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","172.50375","1","3"
"data.242","sim243","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","JONES SHILESE","173.99525","1","3"
"data.243","sim244","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","173.5635","1","3"
"data.244","sim245","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","174.85875","1","3"
"data.245","sim246","BILES SIMONE","BLAKELY SKYE","LINCOLN KALIYA","CHILES JORDAN","JONES SHILESE","173.485","1","3"
"data.246","sim247","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","174.0345","1","3"
"data.247","sim248","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","CHILES JORDAN","172.543","1","3"
"data.248","sim249","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","LINCOLN KALIYA","CHILES JORDAN","171.48325","1","3"
"data.249","sim250","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","172.7785","1","3"
"data.250","sim251","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","LINCOLN KALIYA","173.799","1","3"
"data.251","sim252","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","CHILES JORDAN","174.54475","1","3"
"data.252","sim253","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","BLAKELY SKYE","172.18975","1","3"
"data.253","sim254","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","CAREY JADE","172.072","1","3"
"data.254","sim255","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","BLAKELY SKYE","173.0925","1","3"
"data.255","sim256","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","172.66075","1","3"
"data.256","sim257","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","DISIDORE AMELIA","175.01575","1","3"
"data.257","sim258","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","171.9935","1","3"
"data.258","sim259","BILES SIMONE","JONG KATELYN","CAREY JADE","WONG LEANNE","JONES SHILESE","171.3655","1","3"
"data.259","sim260","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","CAREY JADE","173.44575","1","3"
"data.260","sim261","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","JONES SHILESE","MILLER ZOE","172.97475","1","3"
"data.261","sim262","JONES SHILESE","MCCLAIN KONNOR","BILES SIMONE","CAREY JADE","MILLER ZOE","173.68125","1","3"
"data.262","sim263","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","JONES SHILESE","172.66075","1","3"
"data.263","sim264","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","CAREY JADE","170.502","1","3"
"data.264","sim265","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","172.857","1","3"
"data.265","sim266","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","174.113","1","3"
"data.266","sim267","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","JONES SHILESE","MILLER ZOE","172.03275","1","3"
"data.267","sim268","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","173.05325","1","3"
"data.268","sim269","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","174.8195","1","3"
"data.269","sim270","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","CHILES JORDAN","ROBERSON JOSCELYN","172.7785","1","3"
"data.270","sim271","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","172.97475","1","3"
"data.271","sim272","BILES SIMONE","JONES SHILESE","ROBERSON JOSCELYN","MILLER ZOE","BLAKELY SKYE","171.64025","1","3"
"data.272","sim273","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","172.58225","1","3"
"data.273","sim274","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","174.1915","1","3"
"data.274","sim275","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","171.56175","1","3"
"data.275","sim276","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CHILES JORDAN","173.28875","1","3"
"data.276","sim277","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","172.66075","1","3"
"data.277","sim278","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","DISIDORE AMELIA","172.89625","1","3"
"data.278","sim279","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","CAREY JADE","172.7","1","3"
"data.279","sim280","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","JONES SHILESE","173.5635","1","3"
"data.280","sim281","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","BLAKELY SKYE","JONES SHILESE","172.7785","1","3"
"data.281","sim282","MCCLAIN KONNOR","BILES SIMONE","CAREY JADE","JONES SHILESE","MILLER ZOE","171.5225","1","3"
"data.282","sim283","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CHILES JORDAN","172.1505","1","3"
"data.283","sim284","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","174.93725","1","3"
"data.284","sim285","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","LINCOLN KALIYA","CAREY JADE","171.40475","1","3"
"data.285","sim286","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","BLAKELY SKYE","171.758","1","3"
"data.286","sim287","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","WONG LEANNE","JONES SHILESE","172.03275","1","3"
"data.287","sim288","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","173.014","1","3"
"data.288","sim289","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","ROBERSON JOSCELYN","173.52425","1","3"
"data.289","sim290","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","DISIDORE AMELIA","MILLER ZOE","176.3895","1","3"
"data.290","sim291","MCCLAIN KONNOR","BILES SIMONE","CAREY JADE","CHILES JORDAN","MILLER ZOE","172.7","1","3"
"data.291","sim292","BILES SIMONE","ROBERSON JOSCELYN","CAREY JADE","CHILES JORDAN","BLAKELY SKYE","172.386","1","3"
"data.292","sim293","BILES SIMONE","BLAKELY SKYE","CHILES JORDAN","JONES SHILESE","CAREY JADE","172.4645","1","3"
"data.293","sim294","BILES SIMONE","MCCLAIN KONNOR","BLAKELY SKYE","CHILES JORDAN","CAREY JADE","172.6215","1","3"
"data.294","sim295","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","CAREY JADE","173.28875","1","3"
"data.295","sim296","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","174.54475","1","3"
"data.296","sim297","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","172.7785","1","3"
"data.297","sim298","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","BLAKELY SKYE","MILLER ZOE","173.642","1","3"
"data.298","sim299","BILES SIMONE","MCCLAIN KONNOR","PIERSON BROOKE","CAREY JADE","JONES SHILESE","173.05325","1","3"
"data.299","sim300","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","173.956","1","3"
"data.300","sim301","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","174.38775","1","3"
"data.301","sim302","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","ROSEN KATELYN","174.23075","1","3"
"data.302","sim303","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","172.11125","1","3"
"data.303","sim304","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","173.014","1","3"
"data.304","sim305","BILES SIMONE","CAREY JADE","ROBERSON JOSCELYN","MILLER ZOE","MCCLAIN KONNOR","171.95425","1","3"
"data.305","sim306","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","JONES SHILESE","172.543","1","3"
"data.306","sim307","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","174.78025","1","3"
"data.307","sim308","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","BLAKELY SKYE","173.328","1","3"
"data.308","sim309","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","173.328","1","3"
"data.309","sim310","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","MILLER ZOE","173.0925","1","3"
"data.310","sim311","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","WONG LEANNE","172.7785","1","3"
"data.311","sim312","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","174.0345","1","3"
"data.312","sim313","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","172.6215","1","3"
"data.313","sim314","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","LINCOLN KALIYA","BLAKELY SKYE","172.543","1","3"
"data.314","sim315","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MATTHEWS NOLA","MILLER ZOE","172.3075","1","3"
"data.315","sim316","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CAREY JADE","JONES SHILESE","172.072","1","3"
"data.316","sim317","BILES SIMONE","CAREY JADE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","172.50375","1","3"
"data.317","sim318","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","173.642","1","3"
"data.318","sim319","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","ROBERSON JOSCELYN","172.9355","1","3"
"data.319","sim320","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","MILLER ZOE","JONES SHILESE","173.328","1","3"
"data.320","sim321","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","MILLER ZOE","172.97475","1","3"
"data.321","sim322","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","SUMANASEKERA TIANA","174.8195","1","3"
"data.322","sim323","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","172.89625","1","3"
"data.323","sim324","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","MILLER ZOE","JONES SHILESE","173.05325","1","3"
"data.324","sim325","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","JONES SHILESE","172.386","1","3"
"data.325","sim326","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CHILES JORDAN","MILLER ZOE","172.34675","1","3"
"data.326","sim327","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","171.79725","1","3"
"data.327","sim328","BILES SIMONE","SUMANASEKERA TIANA","JONES SHILESE","MILLER ZOE","WONG LEANNE","172.03275","1","3"
"data.328","sim329","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","MCCLAIN KONNOR","CAREY JADE","173.642","1","3"
"data.329","sim330","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","BLAKELY SKYE","172.543","1","3"
"data.330","sim331","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","WONG LEANNE","172.11125","1","3"
"data.331","sim332","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","172.7","1","3"
"data.332","sim333","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","CAREY JADE","172.7","1","3"
"data.333","sim334","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","174.584","1","3"
"data.334","sim335","BILES SIMONE","JONES SHILESE","CAREY JADE","LINCOLN KALIYA","WONG LEANNE","171.444","1","3"
"data.335","sim336","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","MILLER ZOE","CAREY JADE","173.7205","1","3"
"data.336","sim337","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","MILLER ZOE","172.26825","1","3"
"data.337","sim338","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","MATTHEWS NOLA","JONES SHILESE","171.87575","1","3"
"data.338","sim339","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","BOOTH CHARLOTTE","173.171","1","3"
"data.339","sim340","BILES SIMONE","CHILES JORDAN","LINCOLN KALIYA","JONES SHILESE","MILLER ZOE","172.50375","1","3"
"data.340","sim341","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CHILES JORDAN","JONES SHILESE","174.93725","1","3"
"data.341","sim342","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","BLAKELY SKYE","JONES SHILESE","174.1915","1","3"
"data.342","sim343","BILES SIMONE","MATTHEWS NOLA","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","170.85525","1","3"
"data.343","sim344","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MATTHEWS NOLA","172.386","1","3"
"data.344","sim345","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","BLAKELY SKYE","WONG LEANNE","171.8365","1","3"
"data.345","sim346","BILES SIMONE","MCCLAIN KONNOR","SULLIVAN ASHLEE","CHILES JORDAN","MILLER ZOE","173.171","1","3"
"data.346","sim347","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","WONG LEANNE","174.584","1","3"
"data.347","sim348","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","LINCOLN KALIYA","CHILES JORDAN","173.4065","1","3"
"data.348","sim349","BILES SIMONE","BLAKELY SKYE","JONES SHILESE","LINCOLN KALIYA","MILLER ZOE","174.3485","1","3"
"data.349","sim350","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","CAREY JADE","173.21025","1","3"
"data.350","sim351","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","ROBERSON JOSCELYN","173.13175","1","3"
"data.351","sim352","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","LINCOLN KALIYA","JONES SHILESE","174.85875","1","3"
"data.352","sim353","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","CAREY JADE","BLAKELY SKYE","173.4065","1","3"
"data.353","sim354","MCCLAIN KONNOR","BILES SIMONE","SUMANASEKERA TIANA","JONES SHILESE","CAREY JADE","172.81775","1","3"
"data.354","sim355","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","172.89625","1","3"
"data.355","sim356","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","CHILES JORDAN","171.5225","1","3"
"data.356","sim357","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","ROBERSON JOSCELYN","173.36725","1","3"
"data.357","sim358","BILES SIMONE","BLAKELY SKYE","CHILES JORDAN","JONES SHILESE","MILLER ZOE","173.7205","1","3"
"data.358","sim359","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","BLAKELY SKYE","CAREY JADE","172.4645","1","3"
"data.359","sim360","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","MILLER ZOE","173.485","1","3"
"data.360","sim361","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","JONES SHILESE","CAREY JADE","173.485","1","3"
"data.361","sim362","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","172.89625","1","3"
"data.362","sim363","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","WONG LEANNE","172.9355","1","3"
"data.363","sim364","BILES SIMONE","MCCLAIN KONNOR","SUMANASEKERA TIANA","JONES SHILESE","ROBERSON JOSCELYN","173.0925","1","3"
"data.364","sim365","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","ZEISS LEXI","CAREY JADE","172.34675","1","3"
"data.365","sim366","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","LINCOLN KALIYA","JONES SHILESE","173.68125","1","3"
"data.366","sim367","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","WONG LEANNE","MILLER ZOE","172.7785","1","3"
"data.367","sim368","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","173.171","1","3"
"data.368","sim369","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","CHILES JORDAN","MILLER ZOE","174.5055","1","3"
"data.369","sim370","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","ROBERSON JOSCELYN","172.229","1","3"
"data.370","sim371","BILES SIMONE","CHILES JORDAN","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","172.4645","1","3"
"data.371","sim372","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","JONES SHILESE","MATTHEWS NOLA","172.50375","1","3"
"data.372","sim373","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","WONG LEANNE","171.758","1","3"
"data.373","sim374","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","LINCOLN KALIYA","WONG LEANNE","174.1915","1","3"
"data.374","sim375","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","MATTHEWS NOLA","MILLER ZOE","173.60275","1","3"
"data.375","sim376","BLAKELY SKYE","JONES SHILESE","BILES SIMONE","MCCLAIN KONNOR","MILLER ZOE","172.229","1","3"
"data.376","sim377","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","LINCOLN KALIYA","JONES SHILESE","172.1505","1","3"
"data.377","sim378","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","MILLER ZOE","CAREY JADE","174.54475","1","3"
"data.378","sim379","BILES SIMONE","MCCLAIN KONNOR","BLAKELY SKYE","MILLER ZOE","ROBERSON JOSCELYN","172.73925","1","3"
"data.379","sim380","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CHILES JORDAN","WONG LEANNE","171.0515","1","3"
"data.380","sim381","BILES SIMONE","CAREY JADE","BLAKELY SKYE","JONES SHILESE","MCCLAIN KONNOR","170.2665","1","3"
"data.381","sim382","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","JONES SHILESE","ROBERSON JOSCELYN","174.741","1","3"
"data.382","sim383","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","JONES SHILESE","172.81775","1","3"
"data.383","sim384","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","CAREY JADE","CHILES JORDAN","172.1505","1","3"
"data.384","sim385","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","CHILES JORDAN","174.0345","1","3"
"data.385","sim386","BILES SIMONE","MCCLAIN KONNOR","ROBERSON JOSCELYN","JONES SHILESE","MILLER ZOE","172.7","1","3"
"data.386","sim387","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","173.44575","1","3"
"data.387","sim388","BILES SIMONE","MCCLAIN KONNOR","JONES SHILESE","ROBERSON JOSCELYN","CHILES JORDAN","171.87575","1","3"
"data.388","sim389","BILES SIMONE","MCCLAIN KONNOR","PIERSON BROOKE","CAREY JADE","JONES SHILESE","175.997","1","3"
"data.389","sim390","BILES SIMONE","MCCLAIN KONNOR","CHILES JORDAN","BLAKELY SKYE","MILLER ZOE","173.014","1","3"
"data.390","sim391","BILES SIMONE","BLAKELY SKYE","MCCLAIN KONNOR","CAREY JADE","JONES SHILESE","174.27","1","3"
"data.391","sim392","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","CHILES JORDAN","JONES SHILESE","173.0925","1","3"
"data.392","sim393","BILES SIMONE","JONES SHILESE","MCCLAIN KONNOR","SUMANASEKERA TIANA","CAREY JADE","174.85875","1","3"
"data.393","sim394","BILES SIMONE","MCCLAIN KONNOR","CAREY JADE","MILLER ZOE","CHILES JORDAN","174.38775","1","3"
"data.394","sim395","BILES SIMONE","MCCLAIN KONNOR","LINCOLN KALIYA","BLAKELY SKYE","MILLER ZOE","173.014","1","3"
"data.395","sim396","BILES SIMONE","MCCLAIN KONNOR","WONG LEANNE","JONES SHILESE","CHILES JORDAN","175.526","1","3"
