"","Combo","BB_Result","FX_Result","UB_Result","VT_Result","AllAround_Result","Total_Result"
"622","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DIAZ STELLA, WONG LEANNE",1.7,0.2,0,1.6,0.7,4.2
"623","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DIAZ STELLA, MILLER ZOE",1.7,0.1,0.6,1.1,0.6,4.1
"624","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DIAZ STELLA, SUMANASEKERA TIANA",1.7,0.1,0,1.2,0.6,3.6
"625","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DISIDORE AMELIA, EICHMAN JORDIS",1.7,0.1,0,1.1,0.6,3.5
"626","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DISIDORE AMELIA, LINCOLN KALIYA",1.7,0.7,0,1.1,0.6,4.1
"627","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DISIDORE AMELIA, ROBERSON JOSCELYN",1.7,0.2,0,1.1,0.6,3.6
"628","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DISIDORE AMELIA, WONG LEANNE",1.7,0.2,0,1.6,0.7,4.2
"629","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DISIDORE AMELIA, MILLER ZOE",1.7,0.1,0.6,1.1,0.6,4.1
"630","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, DISIDORE AMELIA, SUMANASEKERA TIANA",1.7,0.1,0,1.2,0.6,3.6
"631","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, EICHMAN JORDIS, LINCOLN KALIYA",1.7,0.7,0,1.1,0.6,4.1
"632","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, EICHMAN JORDIS, ROBERSON JOSCELYN",1.7,0.2,0,1.1,0.6,3.6
"633","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, EICHMAN JORDIS, WONG LEANNE",1.7,0.2,0,1.6,0.7,4.2
"634","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, EICHMAN JORDIS, MILLER ZOE",1.7,0.1,0.6,1.1,0.6,4.1
"635","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, EICHMAN JORDIS, SUMANASEKERA TIANA",1.7,0.1,0,1.2,0.6,3.6
"636","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, LINCOLN KALIYA, ROBERSON JOSCELYN",1.7,0.8,0,1.1,0.6,4.2
"637","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, LINCOLN KALIYA, WONG LEANNE",1.7,0.8,0,1.6,0.7,4.8
"638","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, LINCOLN KALIYA, MILLER ZOE",1.7,0.7,0.6,1.1,0.6,4.7
"639","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, LINCOLN KALIYA, SUMANASEKERA TIANA",1.7,0.7,0,1.2,0.6,4.2
"640","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, ROBERSON JOSCELYN, WONG LEANNE",1.7,0.3,0,1.6,0.7,4.3
"641","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, ROBERSON JOSCELYN, MILLER ZOE",1.7,0.2,0.6,1.1,0.6,4.2
"642","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, ROBERSON JOSCELYN, SUMANASEKERA TIANA",1.7,0.2,0,1.2,0.6,3.7
"643","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, WONG LEANNE, MILLER ZOE",1.7,0.2,0.6,1.6,0.7,4.8
"644","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.2,0,1.7,0.7,4.3
"645","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, MILLER ZOE, SUMANASEKERA TIANA",1.7,0.1,0.6,1.2,0.6,4.2
"646","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, SUMANASEKERA TIANA, NA",1.7,0.1,0,1.2,0.6,3.6
"647","MCCLAIN KONNOR, BLAKELY SKYE, CAREY JADE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0.1,0,1.2,0.6,3.6
"648","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA",1.7,0.1,0,0.6,0.7,3.1
"649","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA, EICHMAN JORDIS",1.7,0.1,0,0.6,0.7,3.1
"650","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA, LINCOLN KALIYA",1.7,0.7,0,0.6,0.7,3.7
"651","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA, ROBERSON JOSCELYN",1.7,0.2,0,0.6,0.7,3.2
"652","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA, WONG LEANNE",1.7,0.2,0,1.1,0.8,3.8
"653","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA, MILLER ZOE",1.7,0.1,0.6,0.6,0.7,3.7
"654","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DIAZ STELLA, SUMANASEKERA TIANA",1.7,0.1,0,0.7,0.7,3.2
"655","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DISIDORE AMELIA, EICHMAN JORDIS",1.7,0.1,0,0.6,0.7,3.1
"656","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DISIDORE AMELIA, LINCOLN KALIYA",1.7,0.7,0,0.6,0.7,3.7
"657","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DISIDORE AMELIA, ROBERSON JOSCELYN",1.7,0.2,0,0.6,0.7,3.2
"658","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DISIDORE AMELIA, WONG LEANNE",1.7,0.2,0,1.1,0.8,3.8
"659","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DISIDORE AMELIA, MILLER ZOE",1.7,0.1,0.6,0.6,0.7,3.7
"660","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, DISIDORE AMELIA, SUMANASEKERA TIANA",1.7,0.1,0,0.7,0.7,3.2
"661","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, EICHMAN JORDIS, LINCOLN KALIYA",1.7,0.7,0,0.6,0.7,3.7
"662","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, EICHMAN JORDIS, ROBERSON JOSCELYN",1.7,0.2,0,0.6,0.7,3.2
"663","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, EICHMAN JORDIS, WONG LEANNE",1.7,0.2,0,1.1,0.8,3.8
"664","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, EICHMAN JORDIS, MILLER ZOE",1.7,0.1,0.6,0.6,0.7,3.7
"665","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, EICHMAN JORDIS, SUMANASEKERA TIANA",1.7,0.1,0,0.7,0.7,3.2
"666","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, LINCOLN KALIYA, ROBERSON JOSCELYN",1.7,0.8,0,0.6,0.7,3.8
"667","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, LINCOLN KALIYA, WONG LEANNE",1.7,0.8,0,1.1,0.8,4.4
"668","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, LINCOLN KALIYA, MILLER ZOE",1.7,0.7,0.6,0.6,0.7,4.3
"669","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, LINCOLN KALIYA, SUMANASEKERA TIANA",1.7,0.7,0,0.7,0.7,3.8
"670","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, ROBERSON JOSCELYN, WONG LEANNE",1.7,0.3,0,1.1,0.8,3.9
"671","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, ROBERSON JOSCELYN, MILLER ZOE",1.7,0.2,0.6,0.6,0.7,3.8
"672","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, ROBERSON JOSCELYN, SUMANASEKERA TIANA",1.7,0.2,0,0.7,0.7,3.3
"673","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, WONG LEANNE, MILLER ZOE",1.7,0.2,0.6,1.1,0.8,4.4
"674","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.2,0,1.2,0.8,3.9
"675","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, MILLER ZOE, SUMANASEKERA TIANA",1.7,0.1,0.6,0.7,0.7,3.8
"676","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, SUMANASEKERA TIANA, NA",1.7,0.1,0,0.7,0.7,3.2
"677","MCCLAIN KONNOR, BLAKELY SKYE, CHILES JORDAN, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0.1,0,0.7,0.7,3.2
"678","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, DISIDORE AMELIA, EICHMAN JORDIS",1.7,0,0,0.5,0.6,2.8
"679","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, DISIDORE AMELIA, LINCOLN KALIYA",1.7,0.6,0,0.5,0.6,3.4
"680","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, DISIDORE AMELIA, ROBERSON JOSCELYN",1.7,0.1,0,0.5,0.6,2.9
"681","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, DISIDORE AMELIA, WONG LEANNE",1.7,0.1,0,1,0.7,3.5
"682","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, DISIDORE AMELIA, MILLER ZOE",1.7,0,0.6,0.5,0.6,3.4
"683","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, DISIDORE AMELIA, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"684","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, EICHMAN JORDIS, LINCOLN KALIYA",1.7,0.6,0,0.5,0.6,3.4
"685","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, EICHMAN JORDIS, ROBERSON JOSCELYN",1.7,0.1,0,0.5,0.6,2.9
"686","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, EICHMAN JORDIS, WONG LEANNE",1.7,0.1,0,1,0.7,3.5
"687","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, EICHMAN JORDIS, MILLER ZOE",1.7,0,0.6,0.5,0.6,3.4
"688","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, EICHMAN JORDIS, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"689","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, LINCOLN KALIYA, ROBERSON JOSCELYN",1.7,0.7,0,0.5,0.6,3.5
"690","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, LINCOLN KALIYA, WONG LEANNE",1.7,0.7,0,1,0.7,4.1
"691","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, LINCOLN KALIYA, MILLER ZOE",1.7,0.6,0.6,0.5,0.6,4
"692","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, LINCOLN KALIYA, SUMANASEKERA TIANA",1.7,0.6,0,0.6,0.6,3.5
"693","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, ROBERSON JOSCELYN, WONG LEANNE",1.7,0.2,0,1,0.7,3.6
"694","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, ROBERSON JOSCELYN, MILLER ZOE",1.7,0.1,0.6,0.5,0.6,3.5
"695","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",1.7,0.1,0,0.6,0.6,3
"696","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, WONG LEANNE, MILLER ZOE",1.7,0.1,0.6,1,0.7,4.1
"697","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.1,0,1.1,0.7,3.6
"698","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, MILLER ZOE, SUMANASEKERA TIANA",1.7,0,0.6,0.6,0.6,3.5
"699","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, SUMANASEKERA TIANA, NA",1.7,0,0,0.6,0.6,2.9
"700","MCCLAIN KONNOR, BLAKELY SKYE, DIAZ STELLA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"701","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, EICHMAN JORDIS, LINCOLN KALIYA",1.7,0.6,0,0.5,0.6,3.4
"702","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, EICHMAN JORDIS, ROBERSON JOSCELYN",1.7,0.1,0,0.5,0.6,2.9
"703","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, EICHMAN JORDIS, WONG LEANNE",1.7,0.1,0,1,0.7,3.5
"704","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, EICHMAN JORDIS, MILLER ZOE",1.7,0,0.6,0.5,0.6,3.4
"705","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, EICHMAN JORDIS, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"706","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, LINCOLN KALIYA, ROBERSON JOSCELYN",1.7,0.7,0,0.5,0.6,3.5
"707","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, LINCOLN KALIYA, WONG LEANNE",1.7,0.7,0,1,0.7,4.1
"708","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, LINCOLN KALIYA, MILLER ZOE",1.7,0.6,0.6,0.5,0.6,4
"709","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, LINCOLN KALIYA, SUMANASEKERA TIANA",1.7,0.6,0,0.6,0.6,3.5
"710","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, ROBERSON JOSCELYN, WONG LEANNE",1.7,0.2,0,1,0.7,3.6
"711","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, ROBERSON JOSCELYN, MILLER ZOE",1.7,0.1,0.6,0.5,0.6,3.5
"712","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",1.7,0.1,0,0.6,0.6,3
"713","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, WONG LEANNE, MILLER ZOE",1.7,0.1,0.6,1,0.7,4.1
"714","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.1,0,1.1,0.7,3.6
"715","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, MILLER ZOE, SUMANASEKERA TIANA",1.7,0,0.6,0.6,0.6,3.5
"716","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, SUMANASEKERA TIANA, NA",1.7,0,0,0.6,0.6,2.9
"717","MCCLAIN KONNOR, BLAKELY SKYE, DISIDORE AMELIA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"718","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, LINCOLN KALIYA, ROBERSON JOSCELYN",1.7,0.7,0,0.5,0.6,3.5
"719","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, LINCOLN KALIYA, WONG LEANNE",1.7,0.7,0,1,0.7,4.1
"720","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, LINCOLN KALIYA, MILLER ZOE",1.7,0.6,0.6,0.5,0.6,4
"721","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, LINCOLN KALIYA, SUMANASEKERA TIANA",1.7,0.6,0,0.6,0.6,3.5
"722","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, ROBERSON JOSCELYN, WONG LEANNE",1.7,0.2,0,1,0.7,3.6
"723","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, ROBERSON JOSCELYN, MILLER ZOE",1.7,0.1,0.6,0.5,0.6,3.5
"724","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, ROBERSON JOSCELYN, SUMANASEKERA TIANA",1.7,0.1,0,0.6,0.6,3
"725","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, WONG LEANNE, MILLER ZOE",1.7,0.1,0.6,1,0.7,4.1
"726","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.1,0,1.1,0.7,3.6
"727","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, MILLER ZOE, SUMANASEKERA TIANA",1.7,0,0.6,0.6,0.6,3.5
"728","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, SUMANASEKERA TIANA, NA",1.7,0,0,0.6,0.6,2.9
"729","MCCLAIN KONNOR, BLAKELY SKYE, EICHMAN JORDIS, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"730","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, ROBERSON JOSCELYN, WONG LEANNE",1.7,0.8,0,1,0.7,4.2
"731","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, ROBERSON JOSCELYN, MILLER ZOE",1.7,0.7,0.6,0.5,0.6,4.1
"732","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, ROBERSON JOSCELYN, SUMANASEKERA TIANA",1.7,0.7,0,0.6,0.6,3.6
"733","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, WONG LEANNE, MILLER ZOE",1.7,0.7,0.6,1,0.7,4.7
"734","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.7,0,1.1,0.7,4.2
"735","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, MILLER ZOE, SUMANASEKERA TIANA",1.7,0.6,0.6,0.6,0.6,4.1
"736","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, SUMANASEKERA TIANA, NA",1.7,0.6,0,0.6,0.6,3.5
"737","MCCLAIN KONNOR, BLAKELY SKYE, LINCOLN KALIYA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0.6,0,0.6,0.6,3.5
"738","MCCLAIN KONNOR, BLAKELY SKYE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE",1.7,0.2,0.6,1,0.7,4.2
"739","MCCLAIN KONNOR, BLAKELY SKYE, ROBERSON JOSCELYN, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.2,0,1.1,0.7,3.7
"740","MCCLAIN KONNOR, BLAKELY SKYE, ROBERSON JOSCELYN, MILLER ZOE, SUMANASEKERA TIANA",1.7,0.1,0.6,0.6,0.6,3.6
"741","MCCLAIN KONNOR, BLAKELY SKYE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, NA",1.7,0.1,0,0.6,0.6,3
"742","MCCLAIN KONNOR, BLAKELY SKYE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0.1,0,0.6,0.6,3
"743","MCCLAIN KONNOR, BLAKELY SKYE, WONG LEANNE, MILLER ZOE, SUMANASEKERA TIANA",1.7,0.1,0.6,1.1,0.7,4.2
"744","MCCLAIN KONNOR, BLAKELY SKYE, WONG LEANNE, SUMANASEKERA TIANA, NA",1.7,0.1,0,1.1,0.7,3.6
"745","MCCLAIN KONNOR, BLAKELY SKYE, WONG LEANNE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0.1,0,1.1,0.7,3.6
"746","MCCLAIN KONNOR, BLAKELY SKYE, MILLER ZOE, SUMANASEKERA TIANA, NA",1.7,0,0.6,0.6,0.6,3.5
"747","MCCLAIN KONNOR, BLAKELY SKYE, MILLER ZOE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0,0.6,0.6,0.6,3.5
"748","MCCLAIN KONNOR, BLAKELY SKYE, SUMANASEKERA TIANA, NA, NA",1.7,0,0,0.6,0.6,2.9
"749","MCCLAIN KONNOR, BLAKELY SKYE, SUMANASEKERA TIANA, NA, NA",1.7,0,0,0.6,0.6,2.9
"750","MCCLAIN KONNOR, BLAKELY SKYE, SUMANASEKERA TIANA, NA, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"751","MCCLAIN KONNOR, BLAKELY SKYE, SUMANASEKERA TIANA, SUMANASEKERA TIANA, NA",1.7,0,0,0.6,0.6,2.9
"752","MCCLAIN KONNOR, BLAKELY SKYE, SUMANASEKERA TIANA, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0,0,0.6,0.6,2.9
"753","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, DIAZ STELLA",1.7,0.2,0,0.9,0.6,3.4
"754","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, DISIDORE AMELIA",1.7,0.2,0,0.9,0.6,3.4
"755","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, EICHMAN JORDIS",1.7,0.2,0,0.9,0.6,3.4
"756","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, LINCOLN KALIYA",1.7,0.8,0,0.9,0.6,4
"757","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, ROBERSON JOSCELYN",1.7,0.3,0,0.9,0.6,3.5
"758","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, WONG LEANNE",1.7,0.3,0,1.4,0.7,4.1
"759","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, MILLER ZOE",1.7,0.2,0.6,0.9,0.6,4
"760","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, CHILES JORDAN, SUMANASEKERA TIANA",1.7,0.2,0,1,0.6,3.5
"761","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA, DISIDORE AMELIA",1.7,0.1,0,0.8,0.5,3.1
"762","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA, EICHMAN JORDIS",1.7,0.1,0,0.8,0.5,3.1
"763","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA, LINCOLN KALIYA",1.7,0.7,0,0.8,0.5,3.7
"764","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA, ROBERSON JOSCELYN",1.7,0.2,0,0.8,0.5,3.2
"765","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA, WONG LEANNE",1.7,0.2,0,1.3,0.6,3.8
"766","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA, MILLER ZOE",1.7,0.1,0.6,0.8,0.5,3.7
"767","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DIAZ STELLA, SUMANASEKERA TIANA",1.7,0.1,0,0.9,0.5,3.2
"768","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA, EICHMAN JORDIS",1.7,0.1,0,0.8,0.5,3.1
"769","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA, LINCOLN KALIYA",1.7,0.7,0,0.8,0.5,3.7
"770","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA, ROBERSON JOSCELYN",1.7,0.2,0,0.8,0.5,3.2
"771","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA, WONG LEANNE",1.7,0.2,0,1.3,0.6,3.8
"772","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA, MILLER ZOE",1.7,0.1,0.6,0.8,0.5,3.7
"773","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, DISIDORE AMELIA, SUMANASEKERA TIANA",1.7,0.1,0,0.9,0.5,3.2
"774","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, EICHMAN JORDIS, LINCOLN KALIYA",1.7,0.7,0,0.8,0.5,3.7
"775","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, EICHMAN JORDIS, ROBERSON JOSCELYN",1.7,0.2,0,0.8,0.5,3.2
"776","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, EICHMAN JORDIS, WONG LEANNE",1.7,0.2,0,1.3,0.6,3.8
"777","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, EICHMAN JORDIS, MILLER ZOE",1.7,0.1,0.6,0.8,0.5,3.7
"778","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, EICHMAN JORDIS, SUMANASEKERA TIANA",1.7,0.1,0,0.9,0.5,3.2
"779","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, LINCOLN KALIYA, ROBERSON JOSCELYN",1.7,0.8,0,0.8,0.5,3.8
"780","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, LINCOLN KALIYA, WONG LEANNE",1.7,0.8,0,1.3,0.6,4.4
"781","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, LINCOLN KALIYA, MILLER ZOE",1.7,0.7,0.6,0.8,0.5,4.3
"782","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, LINCOLN KALIYA, SUMANASEKERA TIANA",1.7,0.7,0,0.9,0.5,3.8
"783","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, ROBERSON JOSCELYN, WONG LEANNE",1.7,0.3,0,1.3,0.6,3.9
"784","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, ROBERSON JOSCELYN, MILLER ZOE",1.7,0.2,0.6,0.8,0.5,3.8
"785","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, ROBERSON JOSCELYN, SUMANASEKERA TIANA",1.7,0.2,0,0.9,0.5,3.3
"786","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, WONG LEANNE, MILLER ZOE",1.7,0.2,0.6,1.3,0.6,4.4
"787","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, WONG LEANNE, SUMANASEKERA TIANA",1.7,0.2,0,1.4,0.6,3.9
"788","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, MILLER ZOE, SUMANASEKERA TIANA",1.7,0.1,0.6,0.9,0.5,3.8
"789","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, SUMANASEKERA TIANA, NA",1.7,0.1,0,0.9,0.5,3.2
"790","MCCLAIN KONNOR, BOOTH CHARLOTTE, CAREY JADE, SUMANASEKERA TIANA, SUMANASEKERA TIANA",1.7,0.1,0,0.9,0.5,3.2
