"","Combo","BB_Result","FX_Result","UB_Result","VT_Result","AllAround_Result","Total_Result"
"1169","BILES SIMONE, JONES SHILESE, CHILES JORDAN, MILLER ZOE, DIAZ STELLA",1.549,2.942,0.921,2.2,3.554,11.166
"1170","BILES SIMONE, JONES SHILESE, CHILES JORDAN, MILLER ZOE, DISIDORE AMELIA",1.549,2.942,0.921,2.2,3.554,11.166
"1171","BILES SIMONE, JONES SHILESE, CHILES JORDAN, MATTHEWS NOLA, DIAZ STELLA",1.549,2.942,0.631,2.2,3.554,10.876
"1172","BILES SIMONE, JONES SHILESE, CHILES JORDAN, MATTHEWS NOLA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1173","BILES SIMONE, JONES SHILESE, CHILES JORDAN, DIAZ STELLA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1174","BILES SIMONE, JONES SHILESE, CHILES JORDAN, DISIDORE AMELIA, NA",1.549,2.942,0.631,2.2,3.554,10.876
"1175","BILES SIMONE, JONES SHILESE, CHILES JORDAN, DISIDORE AMELIA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1176","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, MILLER ZOE, MATTHEWS NOLA",1.549,2.942,0.921,2.2,3.554,11.166
"1177","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, MILLER ZOE, DIAZ STELLA",1.549,2.942,0.921,2.2,3.554,11.166
"1178","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, MILLER ZOE, DISIDORE AMELIA",1.549,2.942,0.921,2.2,3.554,11.166
"1179","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, MATTHEWS NOLA, DIAZ STELLA",1.549,2.942,0.631,2.2,3.554,10.876
"1180","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, MATTHEWS NOLA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1181","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, DIAZ STELLA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1182","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, DISIDORE AMELIA, NA",1.549,2.942,0.631,2.2,3.554,10.876
"1183","BILES SIMONE, JONES SHILESE, ROSEN KATELYN, DISIDORE AMELIA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1184","BILES SIMONE, JONES SHILESE, MILLER ZOE, MATTHEWS NOLA, DIAZ STELLA",1.549,2.942,0.921,2.2,3.554,11.166
"1185","BILES SIMONE, JONES SHILESE, MILLER ZOE, MATTHEWS NOLA, DISIDORE AMELIA",1.549,2.942,0.921,2.2,3.554,11.166
"1186","BILES SIMONE, JONES SHILESE, MILLER ZOE, DIAZ STELLA, DISIDORE AMELIA",1.549,2.942,0.921,2.2,3.554,11.166
"1187","BILES SIMONE, JONES SHILESE, MILLER ZOE, DISIDORE AMELIA, NA",1.549,2.942,0.921,2.2,3.554,11.166
"1188","BILES SIMONE, JONES SHILESE, MILLER ZOE, DISIDORE AMELIA, DISIDORE AMELIA",1.549,2.942,0.921,2.2,3.554,11.166
"1189","BILES SIMONE, JONES SHILESE, MATTHEWS NOLA, DIAZ STELLA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1190","BILES SIMONE, JONES SHILESE, MATTHEWS NOLA, DISIDORE AMELIA, NA",1.549,2.942,0.631,2.2,3.554,10.876
"1191","BILES SIMONE, JONES SHILESE, MATTHEWS NOLA, DISIDORE AMELIA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1192","BILES SIMONE, JONES SHILESE, DIAZ STELLA, DISIDORE AMELIA, NA",1.549,2.942,0.631,2.2,3.554,10.876
"1193","BILES SIMONE, JONES SHILESE, DIAZ STELLA, DISIDORE AMELIA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1194","BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, NA, NA",1.549,2.942,0.631,2.2,3.554,10.876
"1195","BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, NA, NA",1.549,2.942,0.631,2.2,3.554,10.876
"1196","BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, NA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1197","BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, DISIDORE AMELIA, NA",1.549,2.942,0.631,2.2,3.554,10.876
"1198","BILES SIMONE, JONES SHILESE, DISIDORE AMELIA, DISIDORE AMELIA, DISIDORE AMELIA",1.549,2.942,0.631,2.2,3.554,10.876
"1199","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, WONG LEANNE",1.542,2.857,0.067,2.115,2.993,9.574
"1200","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, BOOTH CHARLOTTE",1.542,2.857,0.064,2.115,2.963,9.541
"1201","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, CAREY JADE",1.542,2.98,0.064,2.719,2.997,10.302
"1202","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, LINCOLN KALIYA",1.542,3.148,0.064,2.115,2.963,9.832
"1203","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, CHILES JORDAN",1.542,2.902,0.072,2.115,3.07,9.701
"1204","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, ROSEN KATELYN",1.542,2.857,0.064,2.115,2.963,9.541
"1205","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, MILLER ZOE",1.542,2.857,0.418,2.115,2.963,9.895
"1206","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, MATTHEWS NOLA",1.542,2.857,0.065,2.115,2.963,9.542
"1207","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, DIAZ STELLA",1.542,2.857,0.064,2.115,2.963,9.541
"1208","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, SULLIVAN ASHLEE, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1209","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, BOOTH CHARLOTTE",1.542,2.857,0.067,2.115,2.993,9.574
"1210","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, CAREY JADE",1.542,2.98,0.067,2.719,2.997,10.305
"1211","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, LINCOLN KALIYA",1.542,3.148,0.067,2.115,2.993,9.865
"1212","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, CHILES JORDAN",1.542,2.902,0.072,2.115,3.07,9.701
"1213","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, ROSEN KATELYN",1.542,2.857,0.067,2.115,2.993,9.574
"1214","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, MILLER ZOE",1.542,2.857,0.418,2.115,2.993,9.925
"1215","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, MATTHEWS NOLA",1.542,2.857,0.067,2.115,2.993,9.574
"1216","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, DIAZ STELLA",1.542,2.857,0.067,2.115,2.993,9.574
"1217","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, WONG LEANNE, DISIDORE AMELIA",1.542,2.857,0.067,2.115,2.993,9.574
"1218","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, CAREY JADE",1.542,2.98,0.064,2.719,2.997,10.302
"1219","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, LINCOLN KALIYA",1.542,3.148,0.064,2.115,2.963,9.832
"1220","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, CHILES JORDAN",1.542,2.902,0.072,2.115,3.07,9.701
"1221","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, ROSEN KATELYN",1.542,2.857,0.064,2.115,2.963,9.541
"1222","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, MILLER ZOE",1.542,2.857,0.418,2.115,2.963,9.895
"1223","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, MATTHEWS NOLA",1.542,2.857,0.065,2.115,2.963,9.542
"1224","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, DIAZ STELLA",1.542,2.857,0.064,2.115,2.963,9.541
"1225","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, BOOTH CHARLOTTE, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1226","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CAREY JADE, LINCOLN KALIYA",1.542,3.148,0.064,2.719,2.997,10.47
"1227","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CAREY JADE, CHILES JORDAN",1.542,2.98,0.072,2.719,3.07,10.383
"1228","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CAREY JADE, ROSEN KATELYN",1.542,2.98,0.064,2.719,2.997,10.302
"1229","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CAREY JADE, MILLER ZOE",1.542,2.98,0.418,2.719,2.997,10.656
"1230","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CAREY JADE, MATTHEWS NOLA",1.542,2.98,0.065,2.719,2.997,10.303
"1231","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CAREY JADE, DIAZ STELLA",1.542,2.98,0.064,2.719,2.997,10.302
"1232","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CAREY JADE, DISIDORE AMELIA",1.542,2.98,0.064,2.719,2.997,10.302
"1233","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, LINCOLN KALIYA, CHILES JORDAN",1.542,3.148,0.072,2.115,3.07,9.947
"1234","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, LINCOLN KALIYA, ROSEN KATELYN",1.542,3.148,0.064,2.115,2.963,9.832
"1235","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, LINCOLN KALIYA, MILLER ZOE",1.542,3.148,0.418,2.115,2.963,10.186
"1236","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, LINCOLN KALIYA, MATTHEWS NOLA",1.542,3.148,0.065,2.115,2.963,9.833
"1237","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, LINCOLN KALIYA, DIAZ STELLA",1.542,3.148,0.064,2.115,2.963,9.832
"1238","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, LINCOLN KALIYA, DISIDORE AMELIA",1.542,3.148,0.064,2.115,2.963,9.832
"1239","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CHILES JORDAN, ROSEN KATELYN",1.542,2.902,0.072,2.115,3.07,9.701
"1240","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CHILES JORDAN, MILLER ZOE",1.542,2.902,0.418,2.115,3.07,10.047
"1241","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CHILES JORDAN, MATTHEWS NOLA",1.542,2.902,0.072,2.115,3.07,9.701
"1242","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CHILES JORDAN, DIAZ STELLA",1.542,2.902,0.072,2.115,3.07,9.701
"1243","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, CHILES JORDAN, DISIDORE AMELIA",1.542,2.902,0.072,2.115,3.07,9.701
"1244","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, ROSEN KATELYN, MILLER ZOE",1.542,2.857,0.418,2.115,2.963,9.895
"1245","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, ROSEN KATELYN, MATTHEWS NOLA",1.542,2.857,0.065,2.115,2.963,9.542
"1246","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, ROSEN KATELYN, DIAZ STELLA",1.542,2.857,0.064,2.115,2.963,9.541
"1247","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, ROSEN KATELYN, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1248","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, MILLER ZOE, MATTHEWS NOLA",1.542,2.857,0.418,2.115,2.963,9.895
"1249","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, MILLER ZOE, DIAZ STELLA",1.542,2.857,0.418,2.115,2.963,9.895
"1250","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, MILLER ZOE, DISIDORE AMELIA",1.542,2.857,0.418,2.115,2.963,9.895
"1251","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, MATTHEWS NOLA, DIAZ STELLA",1.542,2.857,0.065,2.115,2.963,9.542
"1252","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, MATTHEWS NOLA, DISIDORE AMELIA",1.542,2.857,0.065,2.115,2.963,9.542
"1253","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, DIAZ STELLA, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1254","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, DISIDORE AMELIA, NA",1.542,2.857,0.064,2.115,2.963,9.541
"1255","BILES SIMONE, ROBERSON JOSCELYN, SUMANASEKERA TIANA, DISIDORE AMELIA, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1256","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, BOOTH CHARLOTTE",1.542,2.857,0.067,2.115,2.993,9.574
"1257","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, CAREY JADE",1.542,2.98,0.067,2.719,2.997,10.305
"1258","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, LINCOLN KALIYA",1.542,3.148,0.067,2.115,2.993,9.865
"1259","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, CHILES JORDAN",1.542,2.902,0.072,2.115,3.07,9.701
"1260","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, ROSEN KATELYN",1.542,2.857,0.067,2.115,2.993,9.574
"1261","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, MILLER ZOE",1.542,2.857,0.418,2.115,2.993,9.925
"1262","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, MATTHEWS NOLA",1.542,2.857,0.067,2.115,2.993,9.574
"1263","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, DIAZ STELLA",1.542,2.857,0.067,2.115,2.993,9.574
"1264","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, WONG LEANNE, DISIDORE AMELIA",1.542,2.857,0.067,2.115,2.993,9.574
"1265","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, CAREY JADE",1.542,2.98,0.064,2.719,2.997,10.302
"1266","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, LINCOLN KALIYA",1.542,3.148,0.064,2.115,2.963,9.832
"1267","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, CHILES JORDAN",1.542,2.902,0.072,2.115,3.07,9.701
"1268","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, ROSEN KATELYN",1.542,2.857,0.064,2.115,2.963,9.541
"1269","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, MILLER ZOE",1.542,2.857,0.418,2.115,2.963,9.895
"1270","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, MATTHEWS NOLA",1.542,2.857,0.065,2.115,2.963,9.542
"1271","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, DIAZ STELLA",1.542,2.857,0.064,2.115,2.963,9.541
"1272","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, BOOTH CHARLOTTE, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1273","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CAREY JADE, LINCOLN KALIYA",1.542,3.148,0.064,2.719,2.997,10.47
"1274","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CAREY JADE, CHILES JORDAN",1.542,2.98,0.072,2.719,3.07,10.383
"1275","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CAREY JADE, ROSEN KATELYN",1.542,2.98,0.064,2.719,2.997,10.302
"1276","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CAREY JADE, MILLER ZOE",1.542,2.98,0.418,2.719,2.997,10.656
"1277","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CAREY JADE, MATTHEWS NOLA",1.542,2.98,0.065,2.719,2.997,10.303
"1278","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CAREY JADE, DIAZ STELLA",1.542,2.98,0.064,2.719,2.997,10.302
"1279","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CAREY JADE, DISIDORE AMELIA",1.542,2.98,0.064,2.719,2.997,10.302
"1280","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, LINCOLN KALIYA, CHILES JORDAN",1.542,3.148,0.072,2.115,3.07,9.947
"1281","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, LINCOLN KALIYA, ROSEN KATELYN",1.542,3.148,0.064,2.115,2.963,9.832
"1282","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, LINCOLN KALIYA, MILLER ZOE",1.542,3.148,0.418,2.115,2.963,10.186
"1283","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, LINCOLN KALIYA, MATTHEWS NOLA",1.542,3.148,0.065,2.115,2.963,9.833
"1284","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, LINCOLN KALIYA, DIAZ STELLA",1.542,3.148,0.064,2.115,2.963,9.832
"1285","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, LINCOLN KALIYA, DISIDORE AMELIA",1.542,3.148,0.064,2.115,2.963,9.832
"1286","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CHILES JORDAN, ROSEN KATELYN",1.542,2.902,0.072,2.115,3.07,9.701
"1287","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CHILES JORDAN, MILLER ZOE",1.542,2.902,0.418,2.115,3.07,10.047
"1288","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CHILES JORDAN, MATTHEWS NOLA",1.542,2.902,0.072,2.115,3.07,9.701
"1289","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CHILES JORDAN, DIAZ STELLA",1.542,2.902,0.072,2.115,3.07,9.701
"1290","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, CHILES JORDAN, DISIDORE AMELIA",1.542,2.902,0.072,2.115,3.07,9.701
"1291","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, ROSEN KATELYN, MILLER ZOE",1.542,2.857,0.418,2.115,2.963,9.895
"1292","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, ROSEN KATELYN, MATTHEWS NOLA",1.542,2.857,0.065,2.115,2.963,9.542
"1293","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, ROSEN KATELYN, DIAZ STELLA",1.542,2.857,0.064,2.115,2.963,9.541
"1294","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, ROSEN KATELYN, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1295","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, MILLER ZOE, MATTHEWS NOLA",1.542,2.857,0.418,2.115,2.963,9.895
"1296","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, MILLER ZOE, DIAZ STELLA",1.542,2.857,0.418,2.115,2.963,9.895
"1297","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, MILLER ZOE, DISIDORE AMELIA",1.542,2.857,0.418,2.115,2.963,9.895
"1298","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, MATTHEWS NOLA, DIAZ STELLA",1.542,2.857,0.065,2.115,2.963,9.542
"1299","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, MATTHEWS NOLA, DISIDORE AMELIA",1.542,2.857,0.065,2.115,2.963,9.542
"1300","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, DIAZ STELLA, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1301","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, DISIDORE AMELIA, NA",1.542,2.857,0.064,2.115,2.963,9.541
"1302","BILES SIMONE, ROBERSON JOSCELYN, SULLIVAN ASHLEE, DISIDORE AMELIA, DISIDORE AMELIA",1.542,2.857,0.064,2.115,2.963,9.541
"1303","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, CAREY JADE",1.542,2.98,0.067,2.719,2.997,10.305
"1304","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, LINCOLN KALIYA",1.542,3.148,0.067,2.115,2.993,9.865
"1305","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, CHILES JORDAN",1.542,2.902,0.072,2.115,3.07,9.701
"1306","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, ROSEN KATELYN",1.542,2.857,0.067,2.115,2.993,9.574
"1307","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, MILLER ZOE",1.542,2.857,0.418,2.115,2.993,9.925
"1308","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, MATTHEWS NOLA",1.542,2.857,0.067,2.115,2.993,9.574
"1309","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, DIAZ STELLA",1.542,2.857,0.067,2.115,2.993,9.574
"1310","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, BOOTH CHARLOTTE, DISIDORE AMELIA",1.542,2.857,0.067,2.115,2.993,9.574
"1311","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, LINCOLN KALIYA",1.542,3.148,0.067,2.719,2.997,10.473
"1312","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, CHILES JORDAN",1.542,2.98,0.072,2.719,3.07,10.383
"1313","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, ROSEN KATELYN",1.542,2.98,0.067,2.719,2.997,10.305
"1314","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, MILLER ZOE",1.542,2.98,0.418,2.719,2.997,10.656
"1315","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, MATTHEWS NOLA",1.542,2.98,0.067,2.719,2.997,10.305
"1316","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, DIAZ STELLA",1.542,2.98,0.067,2.719,2.997,10.305
"1317","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CAREY JADE, DISIDORE AMELIA",1.542,2.98,0.067,2.719,2.997,10.305
"1318","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, CHILES JORDAN",1.542,3.148,0.072,2.115,3.07,9.947
"1319","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, ROSEN KATELYN",1.542,3.148,0.067,2.115,2.993,9.865
"1320","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, MILLER ZOE",1.542,3.148,0.418,2.115,2.993,10.216
"1321","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, MATTHEWS NOLA",1.542,3.148,0.067,2.115,2.993,9.865
"1322","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, DIAZ STELLA",1.542,3.148,0.067,2.115,2.993,9.865
"1323","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, LINCOLN KALIYA, DISIDORE AMELIA",1.542,3.148,0.067,2.115,2.993,9.865
"1324","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, ROSEN KATELYN",1.542,2.902,0.072,2.115,3.07,9.701
"1325","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, MILLER ZOE",1.542,2.902,0.418,2.115,3.07,10.047
"1326","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, MATTHEWS NOLA",1.542,2.902,0.072,2.115,3.07,9.701
"1327","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, DIAZ STELLA",1.542,2.902,0.072,2.115,3.07,9.701
"1328","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, CHILES JORDAN, DISIDORE AMELIA",1.542,2.902,0.072,2.115,3.07,9.701
"1329","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, MILLER ZOE",1.542,2.857,0.418,2.115,2.993,9.925
"1330","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, MATTHEWS NOLA",1.542,2.857,0.067,2.115,2.993,9.574
"1331","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, DIAZ STELLA",1.542,2.857,0.067,2.115,2.993,9.574
"1332","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, ROSEN KATELYN, DISIDORE AMELIA",1.542,2.857,0.067,2.115,2.993,9.574
"1333","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE, MATTHEWS NOLA",1.542,2.857,0.418,2.115,2.993,9.925
"1334","BILES SIMONE, ROBERSON JOSCELYN, WONG LEANNE, MILLER ZOE, DIAZ STELLA",1.542,2.857,0.418,2.115,2.993,9.925
