"","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","Year","FullName"
"4786","w","JAM",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",34,3.9,3.55,NA,7.45,"2023","DUFFUS JAMILIA"
"4787","w","JAM",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",36,3.5,4.55,NA,8.05,"2023","DUFFUS JAMILIA"
"4788","w","JAM",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",34,3.3,3.75,NA,7.05,"2023","DUFFUS JAMILIA"
"4789","w","JAM",2023-06-28,"2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT1",25,4.2,8.3,0.3,12.2,"2023","DUFFUS JAMILIA"
"4790","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","BB",33,3.9,6.4,0,10.3,"2023","DUNBAR COURTNEY"
"4791","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","FX",28,3.9,7.3,0,11.2,"2023","DUNBAR COURTNEY"
"4792","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","UB",41,1.7,7.6,0,9.3,"2023","DUNBAR COURTNEY"
"4793","w","GBR",2023-03-26,"2023 British Gymnastics Championships","qual","Liverpool, England","VT1",35,3.2,NA,0,11.85,"2023","DUNBAR COURTNEY"
"4794","m","GER",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",62,5.1,8.166,0.1,13.166,"2022","DUNKEL NILS"
"4795","m","GER",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",31,6,8.133,NA,14.133,"2022","DUNKEL NILS"
"4796","m","GER",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",12,6.1,8.066,NA,14.166,"2022","DUNKEL NILS"
"4797","m","GER",2022-11-06,"2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",31,5.5,7.966,NA,13.466,"2022","DUNKEL NILS"
"4798","m","GER",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","PB",42,5.6,7.966,NA,13.566,"2022","DUNKEL NILS"
"4799","m","GER",2022-08-21,"2022 Senior European Championships","TeamFinal","Munich, Germany","PB",9,5.6,8.466,NA,14.066,"2022","DUNKEL NILS"
"4800","m","GER",2022-08-21,"2022 Senior European Championships","final","Munich, Germany","PH",3,6.1,8.533,NA,14.633,"2022","DUNKEL NILS"
"4801","m","GER",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","PH",6,6.1,8.266,NA,14.366,"2022","DUNKEL NILS"
"4802","m","GER",2022-08-21,"2022 Senior European Championships","TeamFinal","Munich, Germany","PH",1,6.1,8.366,NA,14.466,"2022","DUNKEL NILS"
"4803","m","GER",2022-08-21,"2022 Senior European Championships","qual","Munich, Germany","SR",34,5.3,8.1,NA,13.4,"2022","DUNKEL NILS"
"4804","m","GER",2022-08-21,"2022 Senior European Championships","TeamFinal","Munich, Germany","SR",24,5,7,NA,12,"2022","DUNKEL NILS"
"4805","m","GER",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",96,4.8,7.7,NA,12.5,"2023","DUNKEL NILS"
"4806","m","GER",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",37,5.7,8.433,NA,14.133,"2023","DUNKEL NILS"
"4807","m","GER",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","final","Antwerp, Belgium","PH",7,6.2,7.566,NA,13.766,"2023","DUNKEL NILS"
"4808","m","GER",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",8,6.2,8.4,NA,14.6,"2023","DUNKEL NILS"
"4809","m","GER",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","PH",NA,5.6,7.866,NA,13.466,"2023","DUNKEL NILS"
"4810","m","GER",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","SR",38,5.3,8.233,NA,13.533,"2023","DUNKEL NILS"
"4811","m","GER",2023-10-08,"2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","SR",NA,5.3,8.4,NA,13.7,"2023","DUNKEL NILS"
"4812","m","GER",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","HB",34,4.5,7.133,NA,11.633,"2023","DUNKEL NILS"
"4813","m","GER",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PB",24,5.7,6.9,NA,12.6,"2023","DUNKEL NILS"
"4814","m","GER",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PH",24,5.9,7.033,NA,12.933,"2023","DUNKEL NILS"
"4815","m","GER",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","SR",25,5.3,7.533,NA,12.833,"2023","DUNKEL NILS"
"4816","m","GER",2023-02-26,"2023 Cottbus World Cup","final","Cottbus, Germany","PB",6,5.7,8.533,NA,14.233,"2023","DUNKEL NILS"
"4817","m","GER",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PB",5,5.7,8.766,NA,14.466,"2023","DUNKEL NILS"
"4818","m","GER",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PH",14,6.1,7.833,NA,13.933,"2023","DUNKEL NILS"
"4819","m","GER",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","FX",67,5.3,7.7,NA,13,"2023","DUNKEL NILS"
"4820","m","GER",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","HB",51,4.9,7.9,NA,12.8,"2023","DUNKEL NILS"
"4821","m","GER",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PB",18,5.7,8.3,NA,14,"2023","DUNKEL NILS"
"4822","m","GER",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","PH",16,6,7.6,NA,13.6,"2023","DUNKEL NILS"
"4823","m","GER",2023-04-16,"2023 Senior European Championships","qual","Antalya, Turkey","SR",41,5.3,8.033,NA,13.333,"2023","DUNKEL NILS"
"4824","m","CZE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","HB",30,4,8.233,NA,12.233,"2023","DURAK MIROSLAV"
"4825","m","CZE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PB",40,4,6.166,NA,10.166,"2023","DURAK MIROSLAV"
"4826","m","CZE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PH",50,3.9,6.566,NA,10.466,"2023","DURAK MIROSLAV"
"4827","m","CZE",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","SR",36,4,7.633,NA,11.633,"2023","DURAK MIROSLAV"
"4828","w","ROU",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","BB",80,4.5,6.666,0.1,11.066,"2022","DUTA ANTONIA"
"4829","w","ROU",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","FX",83,5,6.633,0.3,11.333,"2022","DUTA ANTONIA"
"4830","w","ROU",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","UB",41,4.9,7.5,NA,12.4,"2022","DUTA ANTONIA"
"4831","w","ROU",2022-08-14,"2022 Senior European Championships","qual","Munich, Germany","VT1",65,4.2,8.3,NA,12.5,"2022","DUTA ANTONIA"
"4832","m","AUT",2023-03-12,"2023 Baku World Cup","qual","Baku, Azerbaijan","PH",37,5.6,6.4,NA,12,"2023","DYRMISHI XHENI"
"4833","m","AUT",2023-02-26,"2023 Cottbus World Cup","qual","Cottbus, Germany","PH",37,4.7,8.166,NA,12.866,"2023","DYRMISHI XHENI"
"4834","m","AUT",2023-03-04,"2023 Doha World Cup","qual","Doha, Qatar","PH",19,5.4,8.233,NA,13.633,"2023","DYRMISHI XHENI"
"4835","m","MGL",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","FX",17,5.4,7.967,NA,13.367,"2022","DAMDINDORJ ENKHTUVSHIN"
"4836","m","MGL",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","HB",50,4.7,5.367,NA,10.067,"2022","DAMDINDORJ ENKHTUVSHIN"
"4837","m","MGL",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","PB",49,4.1,7.133,NA,11.233,"2022","DAMDINDORJ ENKHTUVSHIN"
"4838","m","MGL",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","PH",34,5.6,5.767,NA,11.367,"2022","DAMDINDORJ ENKHTUVSHIN"
"4839","m","MGL",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","SR",36,4.1,7.8,NA,11.9,"2022","DAMDINDORJ ENKHTUVSHIN"
"4840","m","MGL",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","VT1",15,4.8,8.767,NA,13.567,"2022","DAMDINDORJ ENKHTUVSHIN"
"4841","m","MGL",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","VT2",15,4.8,8.4,0.3,12.9,"2022","DAMDINDORJ ENKHTUVSHIN"
"4842","w","BEL",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","BB",9,5.4,6.567,NA,11.967,"2023","DANDOIS MARGAUX"
"4843","w","BEL",2023-06-04,"2023 Tel Aviv World Challenge Cup","final","Tel Aviv, Israel","FX",8,4.9,7.367,NA,12.267,"2023","DANDOIS MARGAUX"
"4844","w","BEL",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","FX",3,4.9,8.167,NA,13.067,"2023","DANDOIS MARGAUX"
"4845","w","BEL",2023-06-04,"2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","UB",3,5.1,7.733,NA,12.833,"2023","DANDOIS MARGAUX"
"4846","w","BEL",2023-06-04,"2023 Tel Aviv World Challenge Cup","final","Tel Aviv, Israel","UB",3,5.1,7.1,NA,12.2,"2023","DANDOIS MARGAUX"
"4847","m","USA",2023-08-06,"2023 Core Hydration Classic","AAfinal","Hoffman Estates, Illinois","PH",9,6.3,6.7,NA,13,"2023","DANG BRANDON"
"4848","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","PH",5,6.3,7.8,NA,14.1,"2023","DANG BRANDON"
"4849","w","RSA",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","BB",5,4.5,7,NA,11.5,"2022","DARIES NAVEEN"
"4850","w","RSA",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","BB",8,4.5,7.2,NA,11.7,"2022","DARIES NAVEEN"
"4851","w","RSA",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","FX",8,4.6,7,NA,11.4,"2022","DARIES NAVEEN"
"4852","w","RSA",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","FX",7,4.6,7.5,0.1,12,"2022","DARIES NAVEEN"
"4853","w","RSA",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","UB",5,4.7,6.433,NA,11.133,"2022","DARIES NAVEEN"
"4854","w","RSA",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","UB",5,4.8,6.8,NA,11.6,"2022","DARIES NAVEEN"
"4855","w","RSA",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","BB",22,4.1,6.5,NA,10.6,"2022","DARIES NAVEEN"
"4856","w","RSA",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","UB",23,4.9,5.05,NA,9.95,"2022","DARIES NAVEEN"
"4857","w","RSA",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","VT1",10,4.2,8.75,NA,12.95,"2022","DARIES NAVEEN"
"4858","w","RSA",2022-03-29,"2022 Varna World Challenge Cup","qual","Varna, Bulgaria","VT2",10,3.8,8.8,NA,12.6,"2022","DARIES NAVEEN"
"4859","w","RSA",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","FX",27,4.7,6.066,0.1,10.666,"2022","DARIES ZELME"
"4860","w","RSA",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","UB",24,4,4.833,NA,8.833,"2022","DARIES ZELME"
"4861","w","IND",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","BB",33,3.8,6.533,NA,10.333,"2022","DAS PAPIYA"
"4862","w","IND",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","FX",39,3.7,5.4,NA,9.1,"2022","DAS PAPIYA"
"4863","w","IND",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","UB",31,3.1,5.8,NA,8.9,"2022","DAS PAPIYA"
"4864","w","IND",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","BB",37,4.6,4.867,NA,9.467,"2022","DAS PRANATI"
"4865","w","IND",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","FX",32,3.8,6.767,NA,10.567,"2022","DAS PRANATI"
"4866","w","IND",2022-06-18,"2022 9th Senior Artistic Gymnastics Asian Championships","qual","Doha, Qatar","UB",28,3.2,6.567,NA,9.767,"2022","DAS PRANATI"
"4867","w","IND",2022-06-12,"2022 Osijek World Challenge Cup","qual","Osijek, Croatia","BB",15,4.6,6.8,NA,11.4,"2022","DAS PRANATI"
"4868","m","IND",2022-04-03,"2022 Baku World Cup","qual","Baku, Azerbaijan","FX",32,4.8,6.666,NA,11.466,"2022","DAS TAPESWARANATH"
"4869","m","IND",2022-04-03,"2022 Baku World Cup","qual","Baku, Azerbaijan","VT1",23,4.8,8.633,0.3,13.133,"2022","DAS TAPESWARANATH"
"4870","m","IND",2022-04-03,"2022 Baku World Cup","qual","Baku, Azerbaijan","VT2",23,4,8.966,NA,12.966,"2022","DAS TAPESWARANATH"
"4871","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","FX",NA,5.7,7.95,0.1,13.55,"2023","DAVENPORT CHASE"
"4872","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","FX",NA,5.7,7.9,NA,13.6,"2023","DAVENPORT CHASE"
"4873","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","HB",NA,4.9,7.5,NA,12.4,"2023","DAVENPORT CHASE"
"4874","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","HB",NA,4.4,7.25,NA,11.65,"2023","DAVENPORT CHASE"
"4875","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","PB",NA,4.4,5.8,NA,10.2,"2023","DAVENPORT CHASE"
"4876","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","PB",NA,4.2,7.6,NA,11.8,"2023","DAVENPORT CHASE"
"4877","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","PH",NA,4.3,7.6,NA,11.9,"2023","DAVENPORT CHASE"
"4878","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","PH",NA,4.5,7.4,NA,11.9,"2023","DAVENPORT CHASE"
"4879","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","SR",NA,4,8.5,NA,12.5,"2023","DAVENPORT CHASE"
"4880","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","SR",NA,4,8.7,NA,12.7,"2023","DAVENPORT CHASE"
"4881","m","USA",2023-08-27,"2023 U.S. Championships","qual","San Jose, CA","VT",NA,4.8,9.5,NA,14.3,"2023","DAVENPORT CHASE"
"4882","m","USA",2023-08-27,"2023 U.S. Championships","final","San Jose, CA","VT",NA,4.8,8.8,0.1,13.5,"2023","DAVENPORT CHASE"
"4883","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","FX",28,5.6,5.8,0.3,11.1,"2023","DAVENPORT CHASE"
"4884","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","HB",15,4.5,8.25,NA,12.75,"2023","DAVENPORT CHASE"
"4885","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","PB",31,4,6.95,NA,10.95,"2023","DAVENPORT CHASE"
"4886","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","PH",19,4.5,7.9,NA,12.4,"2023","DAVENPORT CHASE"
"4887","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","SR",24,4,8.3,NA,12.3,"2023","DAVENPORT CHASE"
"4888","m","USA",2023-02-26,"2023 Winter Cup","AAfinal","Louisville, Kentucky","VT",NA,4.8,9.1,NA,13.9,"2023","DAVENPORT CHASE"
"4889","m","ISL",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","SR",15,4.7,8.05,NA,12.75,"2023","DAVIDSSON AGUST"
"4890","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","FX",10,5.3,8.05,NA,13.35,"2022","DAVIS EVAN"
"4891","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","HB",22,4.4,8.15,NA,12.55,"2022","DAVIS EVAN"
"4892","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","PB",15,5.3,7.95,NA,13.25,"2022","DAVIS EVAN"
"4893","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","PH",32,5,6.35,NA,11.35,"2022","DAVIS EVAN"
"4894","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","SR",12,4.7,8.5,NA,13.2,"2022","DAVIS EVAN"
"4895","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","VT",15,4.8,9.3,NA,14.1,"2022","DAVIS EVAN"
"4896","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","FX",8,5.4,8.1,0.1,13.4,"2022","DAVIS MATHEW"
"4897","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","HB",26,4.2,7.85,NA,12.05,"2022","DAVIS MATHEW"
"4898","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","PB",33,4.8,6.9,NA,11.7,"2022","DAVIS MATHEW"
"4899","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","PH",21,3.8,8.75,NA,12.55,"2022","DAVIS MATHEW"
"4900","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","SR",20,4.3,8.55,NA,12.85,"2022","DAVIS MATHEW"
"4901","m","USA",2022-02-27,"2022 Winter Cup","AAfinal","Frisco, Texas","VT",23,4.8,9,0.1,13.7,"2022","DAVIS MATHEW"
"4902","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","FX",4,4.8,8.8,NA,13.6,"2022","DAVTYAN ARTUR"
"4903","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","FX",4,4.8,8.8,NA,13.6,"2022","DAVTYAN ARTUR"
"4904","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","FX",7,4.8,8.2,0.3,12.7,"2022","DAVTYAN ARTUR"
"4905","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","FX",7,4.8,8.2,0.3,12.7,"2022","DAVTYAN ARTUR"
"4906","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","HB",6,4.4,8.8,NA,13.2,"2022","DAVTYAN ARTUR"
"4907","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","HB",6,4.4,8.8,NA,13.2,"2022","DAVTYAN ARTUR"
"4908","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","HB",7,4.4,8.633,NA,13.033,"2022","DAVTYAN ARTUR"
"4909","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","HB",7,4.4,8.633,NA,13.033,"2022","DAVTYAN ARTUR"
"4910","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PB",15,4.5,8.9,NA,13.4,"2022","DAVTYAN ARTUR"
"4911","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PB",15,4.5,8.9,NA,13.4,"2022","DAVTYAN ARTUR"
"4912","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PH",39,4.6,6.066,NA,10.666,"2022","DAVTYAN ARTUR"
"4913","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","PH",39,4.6,6.066,NA,10.666,"2022","DAVTYAN ARTUR"
"4914","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","VT1",1,5.6,9.366,NA,14.966,"2022","DAVTYAN ARTUR"
"4915","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","VT1",1,5.6,9.366,NA,14.966,"2022","DAVTYAN ARTUR"
"4916","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","VT1",2,5.6,9.3,NA,14.9,"2022","DAVTYAN ARTUR"
"4917","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","VT1",2,5.6,9.3,NA,14.9,"2022","DAVTYAN ARTUR"
"4918","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","VT2",2,4.8,9.5,NA,14.3,"2022","DAVTYAN ARTUR"
"4919","m","ARM",2022-03-20,"2022 Cairo World Cup","qual","Cairo, Egypt","VT2",2,4.8,9.5,NA,14.3,"2022","DAVTYAN ARTUR"
"4920","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","VT2",1,5.6,9.4,NA,15,"2022","DAVTYAN ARTUR"
"4921","m","ARM",2022-03-20,"2022 Cairo World Cup","final","Cairo, Egypt","VT2",1,5.6,9.4,NA,15,"2022","DAVTYAN ARTUR"
"4922","m","ARM",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","PH",11,6,7.666,NA,13.666,"2022","DAVTYAN ARTUR"
"4923","m","ARM",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","PH",11,6,7.666,NA,13.666,"2022","DAVTYAN ARTUR"
"4924","m","ARM",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","VT1",4,5.6,9.1,NA,14.7,"2022","DAVTYAN ARTUR"
"4925","m","ARM",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","VT1",4,5.6,9.1,NA,14.7,"2022","DAVTYAN ARTUR"
"4926","m","ARM",2022-02-27,"2022 Cottbus World Cup","final","Cottbus, Germany","VT1",1,5.6,9.5,NA,15.1,"2022","DAVTYAN ARTUR"
"4927","m","ARM",2022-02-27,"2022 Cottbus World Cup","final","Cottbus, Germany","VT1",1,5.6,9.5,NA,15.1,"2022","DAVTYAN ARTUR"
"4928","m","ARM",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","VT2",4,5.6,8.766,0.1,14.266,"2022","DAVTYAN ARTUR"
"4929","m","ARM",2022-02-27,"2022 Cottbus World Cup","qual","Cottbus, Germany","VT2",4,5.6,8.766,0.1,14.266,"2022","DAVTYAN ARTUR"
"4930","m","ARM",2022-02-27,"2022 Cottbus World Cup","final","Cottbus, Germany","VT2",1,5.6,9.266,NA,14.866,"2022","DAVTYAN ARTUR"
"4931","m","ARM",2022-02-27,"2022 Cottbus World Cup","final","Cottbus, Germany","VT2",1,5.6,9.266,NA,14.866,"2022","DAVTYAN ARTUR"
"4932","m","ARM",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","VT1",9,5.6,9.233,NA,14.833,"2022","DAVTYAN ARTUR"
"4933","m","ARM",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","VT1",9,5.6,9.233,NA,14.833,"2022","DAVTYAN ARTUR"
"4934","m","ARM",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","VT1",1,5.6,9.433,NA,15.033,"2022","DAVTYAN ARTUR"
"4935","m","ARM",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","VT1",1,5.6,9.433,NA,15.033,"2022","DAVTYAN ARTUR"
"4936","m","ARM",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","VT2",1,5.6,9.433,NA,15.033,"2022","DAVTYAN ARTUR"
"4937","m","ARM",2022-03-05,"2022 Doha World Cup","final","Doha, Qatar","VT2",1,5.6,9.433,NA,15.033,"2022","DAVTYAN ARTUR"
"4938","m","ARM",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","VT2",9,5.2,8.166,NA,13.366,"2022","DAVTYAN ARTUR"
"4939","m","ARM",2022-03-05,"2022 Doha World Cup","qual","Doha, Qatar","VT2",9,5.2,8.166,NA,13.366,"2022","DAVTYAN ARTUR"
"4940","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","FX",9,4.8,8.85,NA,13.65,"2023","DAVTYAN ARTUR"
"4941","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","FX",9,4.8,8.85,NA,13.65,"2023","DAVTYAN ARTUR"
"4942","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","PB",8,4.6,9.15,NA,13.75,"2023","DAVTYAN ARTUR"
"4943","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","PB",8,4.6,9.15,NA,13.75,"2023","DAVTYAN ARTUR"
"4944","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","final","Osijek, Croatia.","PB",8,4.5,9.233,NA,13.733,"2023","DAVTYAN ARTUR"
"4945","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","final","Osijek, Croatia.","PB",8,4.5,9.233,NA,13.733,"2023","DAVTYAN ARTUR"
"4946","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","PH",7,5.8,8.2,NA,14,"2023","DAVTYAN ARTUR"
"4947","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","PH",7,5.8,8.2,NA,14,"2023","DAVTYAN ARTUR"
"4948","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","final","Osijek, Croatia.","PH",2,5.7,8.9,NA,14.6,"2023","DAVTYAN ARTUR"
"4949","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","final","Osijek, Croatia.","PH",2,5.7,8.9,NA,14.6,"2023","DAVTYAN ARTUR"
"4950","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","final","Osijek, Croatia.","VT1",1,5.6,9.366,0.1,14.866,"2023","DAVTYAN ARTUR"
"4951","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","final","Osijek, Croatia.","VT1",1,5.6,9.366,0.1,14.866,"2023","DAVTYAN ARTUR"
"4952","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","VT1",2,5.6,8.9,0.1,14.4,"2023","DAVTYAN ARTUR"
"4953","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","qual","Osijek, Croatia.","VT1",2,5.6,8.9,0.1,14.4,"2023","DAVTYAN ARTUR"
"4954","m","ARM",2023-06-11,"2023 Osijek World Challenge Cup","final","Osijek, Croatia.","VT2",1,5.6,9.6,NA,15.2,"2023","DAVTYAN ARTUR"
