X,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Year,FullName
7721,m,GER,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",FX,3,5.9,8.3,NA,14.2,2023,HOSSEINI MILAN
7722,m,GER,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,4,6,8.266,NA,14.266,2023,HOSSEINI MILAN
7854,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,4,5.2,9.65,NA,14.85,2023,HALE DALLAS
7931,m,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",HB,5,5.3,8.533,NA,13.833,2022,HASEGAWA TSUYOSHI
7932,m,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",PB,2,6.3,8.4,NA,14.7,2022,HASEGAWA TSUYOSHI
7970,m,GBR,2022-06-19,2022 Koper World Challenge Cup,final,"Koper, Slovenia",FX,1,6.1,8.1,NA,14.2,2022,HEPWORTH HARRY
7971,m,GBR,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",FX,2,6.1,8,NA,14.1,2022,HEPWORTH HARRY
7973,m,GBR,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT1,5,5.6,8.6,NA,14.2,2022,HEPWORTH HARRY
7974,m,GBR,2022-06-19,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT1,2,5.6,8.55,NA,14.15,2022,HEPWORTH HARRY
7975,m,GBR,2022-06-19,2022 Koper World Challenge Cup,final,"Koper, Slovenia",VT2,2,5.6,9.3,NA,14.9,2022,HEPWORTH HARRY
7976,m,GBR,2022-06-19,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",VT2,5,5.6,8.35,NA,13.95,2022,HEPWORTH HARRY
7981,m,JPN,2022-06-18,2022 9th Senior Artistic Gymnastics Asian Championships,final,"Doha, Qatar",HB,4,5.4,8.667,NA,14.067,2022,HIDAKA DAIKI
8024,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,2,6,7.8,NA,13.8,2022,HONG ASHER
8026,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,4,6,8.25,NA,14.25,2022,HONG ASHER
8028,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,1,5.9,8.3,NA,14.2,2022,HONG ASHER
8029,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,1,6,8.9,NA,14.9,2022,HONG ASHER
8030,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,2,6.3,8.2,0.1,14.4,2023,HONG ASHER
8034,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,1,6.1,8.3,NA,14.4,2023,HONG ASHER
8035,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,1,6,9.1,0.1,15,2023,HONG ASHER
8049,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,3,5.5,8.15,NA,13.65,2023,HONG ASHER
8050,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,4,6,8.7,NA,14.7,2023,HONG ASHER
8052,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,4,5.9,8.05,NA,13.95,2023,HONG ASHER
8058,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,3,6.4,7.55,NA,13.95,2023,HOOPES PATRICK
8063,m,USA,2023-02-26,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,2,6.4,8.15,NA,14.55,2023,HOOPES PATRICK
8184,m,GER,2022-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,2,5.3,8.45,NA,13.75,2022,HOERR CARLO
8185,m,GER,2022-03-29,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",HB,2,5.3,8.5,NA,13.8,2022,HOERR CARLO
8347,m,GBR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,3,6.7,7.733,NA,14.433,2022,JARMAN JAKE
8360,m,GBR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,4,5.6,9.2,NA,14.8,2022,JARMAN JAKE
8364,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",FX,1,5.6,8.8,0,14.4,2022,JARMAN JAKE
8370,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",PH,2,5.5,8.07,0,13.566,2022,JARMAN JAKE
8371,m,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,2,5.5,7.75,0,13.25,2022,JARMAN JAKE
8373,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",VT1,1,5.6,8.93,0.1,14.633,2022,JARMAN JAKE
8374,m,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,1,5.6,9.05,0.1,14.75,2022,JARMAN JAKE
8375,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",VT2,1,5.6,9.07,0,14.666,2022,JARMAN JAKE
8376,m,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,1,5.6,9.15,0,14.75,2022,JARMAN JAKE
8377,m,GBR,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",FX,3,6.3,8.133,NA,14.433,2022,JARMAN JAKE
8378,m,GBR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,4,6.3,8.166,NA,14.466,2022,JARMAN JAKE
8379,m,GBR,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,2,6,9.2,NA,15.2,2022,JARMAN JAKE
8386,m,GBR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,4,5.6,9.233,NA,14.833,2022,JARMAN JAKE
8387,m,GBR,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,2,6,9.2,NA,15.2,2022,JARMAN JAKE
8388,m,GBR,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",VT2,1,6,9.2,NA,15.2,2022,JARMAN JAKE
8390,m,GBR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,2,6.5,8,NA,14.5,2023,JARMAN JAKE
8404,m,GBR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,1,6,9.433,NA,15.433,2023,JARMAN JAKE
8407,m,GBR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",VT2,1,5.6,9.1,NA,14.7,2023,JARMAN JAKE
8409,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",FX,2,6.7,7.7,0,14.4,2023,JARMAN JAKE
8410,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,4,6.7,6.65,0,13.35,2023,JARMAN JAKE
8411,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",HB,2,4.8,8.7,0,13.5,2023,JARMAN JAKE
8412,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,2,4.8,8.95,0,13.75,2023,JARMAN JAKE
8413,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",PB,1,5.9,8.8,0,14.7,2023,JARMAN JAKE
8414,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,2,5.9,8.3,0,14.2,2023,JARMAN JAKE
8417,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",VT1,1,5.6,NA,0,14.8,2023,JARMAN JAKE
8418,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT1,1,5.6,NA,0,14.9,2023,JARMAN JAKE
8419,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",VT2,1,6,NA,0,15.55,2023,JARMAN JAKE
8420,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",VT2,1,5.6,NA,0,14.8,2023,JARMAN JAKE
8421,m,GBR,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,1,6.7,7.766,0.1,14.366,2023,JARMAN JAKE
8425,m,GBR,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,4,5.9,8.366,NA,14.266,2023,JARMAN JAKE
8432,m,GBR,2023-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,1,6,9.266,NA,15.266,2023,JARMAN JAKE
8433,m,GBR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,4,6,8.766,NA,14.766,2023,JARMAN JAKE
8434,m,GBR,2023-04-16,2023 Senior European Championships,final,"Antalya, Turkey",VT2,2,5.6,9.233,NA,14.833,2023,JARMAN JAKE
8435,m,GBR,2023-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,2,5.6,9.4,NA,15,2023,JARMAN JAKE
8436,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,2,6.3,7.7,NA,14,2022,JARMAN JAKE
8437,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",FX,1,6.3,8.366,NA,14.666,2022,JARMAN JAKE
8438,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,3,6.3,7.45,NA,13.75,2022,JARMAN JAKE
8439,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",HB,4,4.6,8.8,NA,13.4,2022,JARMAN JAKE
8440,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PB,3,5.5,8.6,NA,14.1,2022,JARMAN JAKE
8442,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PH,5,5.7,7.65,NA,13.35,2022,JARMAN JAKE
8444,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",SR,4,4.6,8.7,NA,13.3,2022,JARMAN JAKE
8446,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,1,6,9.3,NA,15.3,2022,JARMAN JAKE
8448,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT2,1,6,9.3,0.1,15.2,2022,JARMAN JAKE
8449,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,1,6,9.2,NA,15.2,2022,JARMAN JAKE
8555,m,ESP,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT2,5,5.2,8.933,NA,14.133,2023,JIMENEZ PAU
8556,m,ESP,2023-03-19,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,3,5.6,8.1,NA,13.7,2023,JIMENEZ PAU
8591,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,4,4.8,8.75,0,13.55,2023,JOHNSON JAKE
8632,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",VT1,4,5.2,NA,0,14.5,2023,JONES THOMAS
8634,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",VT2,4,5.2,NA,0,14,2023,JONES THOMAS
8657,m,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",HB,5,5.4,8.7,NA,14.1,2023,JUDA PAUL
8663,m,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,3,5.6,9.266,NA,14.866,2023,JUDA PAUL
8664,m,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",VT2,5,5.2,9.3,NA,14.5,2023,JUDA PAUL
8665,m,USA,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,5,5.2,9.266,NA,14.466,2023,JUDA PAUL
8726,m,GBR,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT1,2,5.6,9.066,NA,14.666,2022,JARMAN JAKE
8727,m,GBR,2022-04-03,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT2,2,5.6,9.133,NA,14.733,2022,JARMAN JAKE
8730,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",HB,5,5.6,8.15,NA,13.75,2022,JAROH MICHAEL
8732,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,2,5.3,8.65,NA,13.95,2022,JAROH MICHAEL
8733,m,USA,2022-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,5,5.1,8.55,NA,13.65,2022,JAROH MICHAEL
8736,m,USA,2022-02-27,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,2,5.1,8.55,NA,13.65,2022,JAROH MICHAEL
8742,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,4,4.8,9,NA,13.8,2023,JAROH MICHAEL
8870,m,USA,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,1,5.9,8.633,NA,14.533,2022,JUDA PAUL
8871,m,USA,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",FX,2,5.7,8.633,NA,14.333,2022,JUDA PAUL
8872,m,USA,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",HB,2,5.4,8.533,NA,13.933,2022,JUDA PAUL
8873,m,USA,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,3,5.2,8.733,NA,13.933,2022,JUDA PAUL
8875,m,USA,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,4,5.4,8.866,NA,14.266,2022,JUDA PAUL
8877,m,USA,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT1,4,5.2,9.4,NA,14.6,2022,JUDA PAUL
8878,m,USA,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT1,5,5.2,9.3,0.1,14.4,2022,JUDA PAUL
8879,m,USA,2022-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,5,4.8,9.266,NA,14.066,2022,JUDA PAUL
8880,m,USA,2022-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT2,4,4.8,9.433,NA,14.233,2022,JUDA PAUL
8882,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,3,5.4,8.6,NA,14,2023,JUDA PAUL
8886,m,USA,2023-08-06,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,3,5.6,9.3,NA,14.9,2023,JUDA PAUL
8945,m,KOR,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT1,5,5.6,8.733,NA,14.333,2022,JUNHO LEE
8947,m,KOR,2022-03-05,2022 Doha World Cup,final,"Doha, Qatar",VT2,5,5.2,9.366,NA,14.566,2022,JUNHO LEE
8982,m,CAN,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",SR,3,5.9,8.366,NA,14.266,2022,KAJI CHRIS
9041,m,JPN,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,2,6.5,8.933,NA,15.433,2022,KAMOTO YUYA
9046,m,JPN,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",HB,1,6,8.333,NA,14.333,2023,KAMOTO YUYA
9047,m,JPN,2023-03-04,2023 Doha World Cup,qual,"Doha, Qatar",HB,2,5.7,8.4,NA,14.1,2023,KAMOTO YUYA
9173,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",HB,3,4.5,8.43,0,12.933,2022,KARNEJENKO PAVEL
9175,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",PB,4,5.4,8.37,0,13.766,2022,KARNEJENKO PAVEL
9176,m,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,2,5.4,8.95,0,14.35,2022,KARNEJENKO PAVEL
9178,m,GBR,2022-03-27,2022 British Gymnastics Championships,final,"Liverpool, England",SR,2,5.6,8.43,0,14.033,2022,KARNEJENKO PAVEL
9179,m,GBR,2022-03-27,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,2,5.6,8.7,0,14.3,2022,KARNEJENKO PAVEL
9185,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",FX,4,5.4,8.05,0,13.45,2023,KARNEJENKO PAVEL
9187,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",HB,5,4.6,8.5,0,13.1,2023,KARNEJENKO PAVEL
9188,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,3,4.6,9,0,13.6,2023,KARNEJENKO PAVEL
9189,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",PB,4,5.6,7.95,0,13.55,2023,KARNEJENKO PAVEL
9190,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",PB,4,5.6,8.25,0,13.85,2023,KARNEJENKO PAVEL
9192,m,GBR,2023-03-26,2023 British Gymnastics Championships,final,"Liverpool, England",SR,2,5.6,8.4,0,14,2023,KARNEJENKO PAVEL
9193,m,GBR,2023-03-26,2023 British Gymnastics Championships,qual,"Liverpool, England",SR,2,5.6,8.75,0,14.35,2023,KARNEJENKO PAVEL
9199,m,GBR,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,4,5.6,8.5,0,14.1,2023,KARNEJENKO PAVEL
9207,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",SR,1,5.6,8.55,NA,14.15,2022,KARNEJENKO PAVEL
9209,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,5,5.6,8.6,NA,14.2,2022,KARNEJENKO PAVEL
9210,m,GBR,2022-08-02,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,3,5.2,9.1,NA,14.3,2022,KARNEJENKO PAVEL
9221,m,USA,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",FX,5,5.3,8.566,NA,13.866,2023,KARNES JOSHUA
9225,m,USA,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",PB,4,6,8.533,NA,14.533,2023,KARNES JOSHUA
9230,m,USA,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,1,5.6,9.133,NA,14.733,2023,KARNES JOSHUA
9278,m,JPN,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",HB,1,6.2,8.066,NA,14.266,2023,KAWAKAMI SHOHEI
9279,m,JPN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,3,6.2,7.8,NA,14,2023,KAWAKAMI SHOHEI
9285,m,JPN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",HB,5,6.2,7.5,NA,13.7,2023,KAWAKAMI SHOHEI
9286,m,JPN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",HB,5,6.2,8.5,NA,14.7,2023,KAWAKAMI SHOHEI
9294,m,JPN,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PB,4,6.3,8.433,NA,14.733,2023,KAYA KAZUMA
9303,m,JPN,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",FX,2,5.7,8.166,NA,13.866,2023,KAYA KAZUMA
9304,m,JPN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,5,5.7,8.266,NA,13.966,2023,KAYA KAZUMA
9305,m,JPN,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",HB,3,5.9,8.2,NA,14.1,2023,KAYA KAZUMA
9306,m,JPN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,2,5.9,8.266,NA,14.166,2023,KAYA KAZUMA
9307,m,JPN,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",PB,4,6.3,8.4,NA,14.7,2023,KAYA KAZUMA
9308,m,JPN,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,4,6.3,8.366,NA,14.666,2023,KAYA KAZUMA
9311,m,JPN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",FX,1,5.7,8.633,NA,14.33,2023,KAYA KAZUMA
9315,m,JPN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",HB,4,5.9,8.1,NA,14,2023,KAYA KAZUMA
9316,m,JPN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",PB,3,6.3,8.533,NA,14.83,2023,KAYA KAZUMA
9318,m,JPN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",PB,2,6.3,8.4,NA,14.7,2023,KAYA KAZUMA
9319,m,JPN,2023-08-05,2023 FISU World University Games,final,"Chengdu, China",PH,4,6.5,8.133,NA,14.63,2023,KAYA KAZUMA
9320,m,JPN,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",PH,5,6.2,8.133,NA,14.333,2023,KAYA KAZUMA
9321,m,JPN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",PH,3,6.2,8.066,NA,14.266,2023,KAYA KAZUMA
9323,m,JPN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",SR,3,5.8,8.066,NA,13.866,2023,KAYA KAZUMA
9324,m,JPN,2023-08-05,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,5,5.6,8.766,NA,14.366,2023,KAYA KAZUMA
9401,m,BEL,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,5,5.2,9.3,NA,14.5,2023,KEYBUS LUKA
9492,m,KOR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,4,5.6,9.1,NA,14.7,2022,KIM HANSOL
9516,m,KOR,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT1,5,5.6,9.033,NA,14.63,2023,KIM JAEHO
9518,m,KOR,2023-08-05,2023 FISU World University Games,qual,"Chengdu, China",VT2,3,4.8,9.3,NA,14.1,2023,KIM JAEHO
9682,m,JPN,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",HB,4,6.1,7.166,NA,13.266,2023,KITAZONO TAKERU
9698,m,GER,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,5,5.2,9.3,NA,14.5,2022,KOCHAN LUCAS
9702,m,GER,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,5,5.2,9.3,NA,14.5,2022,KOCHAN LUCAS
9779,m,TUR,2023-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",SR,2,6,8.133,0,14.133,2023,KOSAK MEHMET
9788,m,TUR,2022-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,4,6.1,7.933,NA,14.033,2022,KOSAK MEHMET
9795,m,TUR,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",SR,4,6,8.233,NA,14.233,2023,KOSAK MEHMET
9814,m,TUR,2023-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,3,6,8.2,0,14.2,2023,KOSAK MEHMET
9819,m,TUR,2023-03-19,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,5,6,8.35,NA,14.35,2023,KOSAK MEHMET
9919,m,UKR,2022-11-06,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,3,6,7.933,NA,13.933,2022,KOVTUN ILLIA
9925,m,UKR,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",FX,5,6.1,8.133,NA,14.233,2022,KOVTUN ILLIA
9926,m,UKR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,3,6.1,8.366,NA,14.466,2022,KOVTUN ILLIA
9928,m,UKR,2022-08-21,2022 Senior European Championships,final,"Munich, Germany",PB,2,6.6,8.733,NA,15.333,2022,KOVTUN ILLIA
9929,m,UKR,2022-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,3,6.3,8.466,NA,14.766,2022,KOVTUN ILLIA
9935,m,UKR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,final,"Antwerp, Belgium",PB,5,6.4,8.233,NA,14.633,2023,KOVTUN ILLIA
9936,m,UKR,2023-10-08,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,2,6.7,8.533,NA,15.233,2023,KOVTUN ILLIA
9940,m,UKR,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",FX,2,6.1,7.933,0.1,13.933,2023,KOVTUN ILLIA
9941,m,UKR,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,2,6.1,8.133,NA,14.233,2023,KOVTUN ILLIA
9943,m,UKR,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",PB,2,6.6,8.766,NA,15.366,2023,KOVTUN ILLIA
9944,m,UKR,2023-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,3,6.3,8.766,NA,15.066,2023,KOVTUN ILLIA
9945,m,UKR,2023-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",PH,5,6.2,8.233,NA,14.433,2023,KOVTUN ILLIA
9950,m,UKR,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",FX,1,6.2,8.233,NA,14.433,2023,KOVTUN ILLIA
9952,m,UKR,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",HB,1,5.7,8.4,NA,14.1,2023,KOVTUN ILLIA
9953,m,UKR,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,1,5.7,8.4,NA,14.1,2023,KOVTUN ILLIA
9954,m,UKR,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",PB,1,6,8.833,NA,14.833,2023,KOVTUN ILLIA
9955,m,UKR,2023-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",PB,1,6.3,8.933,NA,15.233,2023,KOVTUN ILLIA
9956,m,UKR,2023-04-30,2023 Cairo World Cup,final,"Cairo, Egypt",PH,3,6,8.566,NA,14.566,2023,KOVTUN ILLIA
9962,m,UKR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",HB,5,5.7,8.033,NA,13.733,2023,KOVTUN ILLIA
9963,m,UKR,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,4,5.7,8.2,NA,13.9,2023,KOVTUN ILLIA
9964,m,UKR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",PB,1,6.6,8.766,NA,15.366,2023,KOVTUN ILLIA
9965,m,UKR,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PB,2,6.3,8.6,NA,14.9,2023,KOVTUN ILLIA
9968,m,UKR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",VT1,5,5.2,9.366,NA,14.566,2023,KOVTUN ILLIA
9970,m,UKR,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",VT2,5,5.2,8.866,0.1,13.966,2023,KOVTUN ILLIA
9973,m,UKR,2023-03-04,2023 Doha World Cup,final,"Doha, Qatar",HB,5,5.7,8.066,NA,13.766,2023,KOVTUN ILLIA
